"","Shom_PJ_011","Shom_PJ_012","Shom_PJ_013","Shom_PJ_014","Shom_PJ_015","Shom_PJ_016","Shom_PJ_017","Shom_PJ_018","Shom_PJ_019"
"Shom_DM18D10_01379",3921,2823,6139,651,625,773,774,941,1089
"Shom_DM18D10_01380",25285,18711,39291,4712,4478,5010,5506,5641,6898
"Shom_DM18D10_01381",1942,1785,2835,1654,1733,1893,1557,1827,2682
"Shom_DM18D10_01382",13052,9593,15755,5703,5808,6530,6793,6746,7262
"Shom_DM18D10_01383",64404,56601,105130,30947,28110,28860,42899,32439,37569
"Shom_DM18D10_01384",8208,6533,7891,4726,4478,4957,6853,7207,6471
"Shom_DM18D10_01385",8248,7720,8130,5820,5308,5734,9678,9702,9902
"Shom_DM18D10_01386",65696,23803,38194,41902,38783,62385,54449,59578,57795
"Shom_DM18D10_01387",825,774,524,2119,1720,2188,2549,3252,3459
"Shom_DM18D10_01388",4808,4245,5525,8256,7388,7121,9014,9632,12450
"Shom_DM18D10_01389",53296,37135,65102,27489,26103,27952,28164,27688,29081
"Shom_DM18D10_01390",10391,11133,16224,4077,4318,7613,4532,4683,10388
"Shom_DM18D10_01391",9606,6315,9754,8484,8158,8127,12131,11504,9577
"Shom_DM18D10_01392",9748,9668,14167,5091,6361,7553,8128,6048,8310
"Shom_DM18D10_01393",1407,1232,1651,539,489,747,1046,1174,1258
"Shom_DM18D10_01394",14710,12960,21312,6227,6299,7380,7798,8111,10497
"Shom_DM18D10_01395",4659,4024,6397,2285,2214,2308,2620,2541,3195
"Shom_DM18D10_01396",1224,859,1578,681,615,644,773,846,957
"Shom_DM18D10_01397",2951,2368,3389,1557,1497,1589,1804,2055,2423
"Shom_DM18D10_01398",8300,9861,8936,7186,7167,6096,12690,15429,11883
"Shom_DM18D10_01399",107340,80052,157119,44451,43414,38711,44395,38041,45605
"Shom_DM18D10_01400",2090,1559,2535,6624,5602,4616,5929,3754,5309
"Shom_DM18D10_01401",14287,9597,19544,36303,32038,28816,39924,26900,31223
"Shom_DM18D10_01402",6085,5593,6292,13582,13581,13780,14234,16556,19281
"Shom_DM18D10_01403",32287,31577,30573,36095,36936,37172,50190,48663,58638
"Shom_DM18D10_01404",40723,65692,41602,51139,50072,35984,77720,71820,57869
"Shom_DM18D10_01405",7328,10220,7292,8257,7793,5793,12902,11683,9104
"Shom_DM18D10_01406",1989,2654,2071,1324,1335,1155,1478,1376,1699
"Shom_DM18D10_01407",8302,9623,8487,5235,5136,4735,6534,6548,6905
"Shom_DM18D10_01408",12189,13665,13832,7790,7422,7433,10833,10369,10719
"Shom_DM18D10_01409",60398,36498,63429,88068,79244,134485,82381,74006,108739
"Shom_DM18D10_01410",360,396,319,397,310,298,508,419,491
"Shom_DM18D10_01411",113,108,116,118,106,107,169,136,116
"Shom_DM18D10_01412",3023,3282,3726,3944,3811,2521,10140,5365,3941
"Shom_DM18D10_01413",9982,11941,9098,17397,13727,11173,22555,25595,22577
"Shom_DM18D10_01414",18448,19459,16417,29972,23006,19679,40886,40371,33485
"Shom_DM18D10_01415",62002,101568,65712,34956,39797,49916,66861,56040,84249
"Shom_DM18D10_01416",2833,2521,4356,858,895,1114,682,953,1314
"Shom_DM18D10_01417",2719,2555,3908,919,924,1239,856,859,1544
"Shom_DM18D10_01418",10071,7662,13803,1898,2063,2907,2646,3140,2765
"Shom_DM18D10_01419",7267,5495,9371,5423,5651,4533,4391,3915,6205
"Shom_DM18D10_01420",4736,6335,5429,1752,1795,2346,2828,3287,3943
"Shom_DM18D10_01421",2782,3341,2936,522,560,834,1079,1201,1661
"Shom_DM18D10_01422",9930,10089,12442,2915,2881,3819,4245,5053,6325
"Shom_DM18D10_01423",7391,6429,10228,3725,3682,3719,3761,3909,4590
"Shom_DM18D10_01424",9305,8758,13376,3492,4130,4752,3856,4270,5317
"Shom_DM18D10_01425",2826,3044,3928,1453,1634,1811,1749,1640,2102
"Shom_DM18D10_01426",1323,2025,1623,816,935,835,1402,1303,1482
"Shom_DM18D10_01427",4254,3962,4266,3156,3295,3605,2774,2746,3775
"Shom_DM18D10_01428",1398,1274,1376,1127,1126,1168,1054,1016,1237
"Shom_DM18D10_01429",5783,5031,7519,2489,2671,2747,3175,3126,3993
"Shom_DM18D10_01430",9406,10772,10644,10895,10604,10294,11117,9837,10955
"Shom_DM18D10_01431",5032,6196,5364,6684,6287,6166,6944,6080,6436
"Shom_DM18D10_01432",4795,5516,4656,5663,5513,5556,6128,5385,5868
"Shom_DM18D10_01433",2755,3096,2736,3099,3042,3151,3387,2861,2990
"Shom_DM18D10_01434",9931,11342,11243,10108,9422,10457,11530,9452,11300
"Shom_DM18D10_01435",18778,17818,23392,15922,14913,17720,17843,15464,18401
"Shom_DM18D10_01436",34035,22141,44442,14719,14674,15793,16136,16858,15475
"Shom_DM18D10_01437",2815,2788,2775,1576,1542,1201,1877,1269,1823
"Shom_DM18D10_01438",1006,1106,1120,469,537,456,429,377,670
"Shom_DM18D10_01439",6266,4687,7995,3808,3965,4660,4280,5373,6583
"Shom_DM18D10_01440",113,119,172,101,110,120,121,80,161
"Shom_DM18D10_01441",63034,52962,94864,30909,31233,30703,35333,36315,46793
"Shom_DM18D10_01442",37453,38004,43248,35772,31745,28856,56926,44775,47820
"Shom_DM18D10_01443",3862,3039,5690,1046,1049,1295,953,1204,1610
"Shom_DM18D10_01444",2154,1886,3711,900,993,1135,828,987,1469
"Shom_DM18D10_01445",10247,8547,15268,3409,3862,4724,3849,4368,7049
"Shom_DM18D10_01446",18154,11601,14155,16112,14384,31872,16542,19031,20225
"Shom_DM18D10_01447",10296,8871,8556,3220,3067,3442,3012,3240,4134
"Shom_DM18D10_01448",13168,17503,14601,10059,9835,8039,13080,10480,13415
"Shom_DM18D10_01449",47520,35268,61685,24293,25649,23959,50551,39145,42246
"Shom_DM18D10_01450",12422,7296,16565,28252,22908,47329,22434,18847,34832
"Shom_DM18D10_01451",126025,203857,125782,83728,138188,42667,170870,103900,74013
"Shom_DM18D10_01452",84610,130723,80888,57765,101382,23083,125033,77166,44168
"Shom_DM18D10_01453",141908,233166,128714,107152,194976,35786,255373,139276,68468
"Shom_DM18D10_01454",69505,111600,61088,50497,92882,16781,118970,66428,30862
"Shom_DM18D10_01455",156671,244515,134116,112624,211856,39367,268835,159094,71927
"Shom_DM18D10_01456",49429,84905,40297,42234,82373,11924,102010,54432,22885
"Shom_DM18D10_01457",94591,174263,78969,88823,165561,26008,212090,107885,46137
"Shom_DM18D10_01458",123590,213070,100868,112388,205529,33402,260173,148012,62814
"Shom_DM18D10_01459",75726,131856,61744,75618,130313,23545,164113,95649,43896
"Shom_DM18D10_01460",57619,96131,46036,55713,95392,17001,119897,70900,29568
"Shom_DM18D10_01461",57577,97705,49016,57584,97920,17855,123245,74372,30489
"Shom_DM18D10_01462",72706,130294,59773,75027,124955,24036,160184,97478,43121
"Shom_DM18D10_01463",76616,134730,60823,79124,131017,25178,164949,100677,43966
"Shom_DM18D10_01464",82428,145259,68996,81257,133808,26798,173089,111505,50912
"Shom_DM18D10_01465",39026,71859,32965,38846,61830,12698,77955,51175,25582
"Shom_DM18D10_01466",54409,95115,45566,51583,84420,16869,107394,71488,33283
"Shom_DM18D10_01467",104023,177215,85232,94729,157348,30111,205097,134195,57869
"Shom_DM18D10_01468",57611,98560,46750,51438,87499,15831,109506,73977,30157
"Shom_DM18D10_01469",75690,133211,60928,66909,120051,19643,148484,99984,38210
"Shom_DM18D10_01470",30583,52719,24066,26941,46382,9673,56849,38864,16949
"Shom_DM18D10_01471",33688,57088,28442,30656,50910,13192,60350,46694,21032
"Shom_DM18D10_01472",177714,340163,154302,180383,263808,98946,343020,261389,162280
"Shom_DM18D10_01473",108430,209953,97219,110384,152028,62930,203306,157891,101123
"Shom_DM18D10_01474",34198,64219,31747,32648,43902,19837,61805,49086,33422
"Shom_DM18D10_01475",17770,32290,16975,17379,22680,11312,31441,25615,16898
"Shom_DM18D10_01476",117309,219877,105325,116247,146815,75303,206899,164080,121896
"Shom_DM18D10_01477",118855,220807,106487,114491,142837,77229,204114,165935,123890
"Shom_DM18D10_01478",115602,191695,102300,89717,112813,62842,163672,141633,108719
"Shom_DM18D10_01479",40307,66042,37429,28340,36137,21584,53449,47242,36250
"Shom_DM18D10_01480",8044,9849,11154,5076,5748,3930,5928,5488,6064
"Shom_DM18D10_01481",8010,11851,9454,6808,7372,4299,8093,6381,7421
"Shom_DM18D10_01482",4478,7209,5032,4219,4918,2230,5995,4454,3661
"Shom_DM18D10_01483",3680,5359,4289,2906,3890,1547,4819,3553,2482
"Shom_DM18D10_01484",87135,136770,94896,50769,86394,25463,117127,76915,43853
"Shom_DM18D10_01485",77968,109780,79717,54412,74535,25769,97296,68412,41887
"Shom_DM18D10_01486",9832,5906,8626,6334,5915,9968,7475,8589,10866
"Shom_DM18D10_01487",21635,13860,34527,3261,3368,3695,3328,3798,4631
"Shom_DM18D10_01488",40021,63004,41626,514,504,907,419,331,512
"Shom_DM18D10_01489",77914,141344,86199,1173,1198,2247,1047,826,1328
"Shom_DM18D10_01490",179448,336844,199542,2712,2758,4983,2342,1876,2890
"Shom_DM18D10_01491",147118,271023,173158,2046,2191,3860,1911,1527,2368
"Shom_DM18D10_01492",45515,85443,55162,734,778,1631,744,574,910
"Shom_DM18D10_01493",357501,719024,434184,7360,7093,14582,6784,5553,9702
"Shom_DM18D10_01494",283317,450405,413628,5360,4886,11873,5046,4221,7690
"Shom_DM18D10_01495",480,796,543,101,115,105,112,122,176
"Shom_DM18D10_01496",6821,7166,6108,6839,7100,8243,6492,6897,12448
"Shom_DM18D10_01497",6421,6613,5804,18131,16089,13864,26250,28204,22971
"Shom_DM18D10_01498",16326,14704,14472,44755,37646,47175,56843,56988,58781
"Shom_DM18D10_01499",36574,31660,27264,37141,32673,37510,63658,91751,69491
"Shom_DM18D10_01500",384268,194213,342193,849653,631158,1007655,941880,921008,1086589
"Shom_DM18D10_01501",181155,96150,165894,424097,327131,554208,477538,465148,607820
"Shom_DM18D10_01502",452702,238367,485858,897654,698697,1035098,1057103,1025522,1065669
"Shom_DM18D10_01503",40837,53416,54334,23576,28591,24222,25009,19874,25003
"Shom_DM18D10_01504",14830,14761,21269,3984,4143,4668,3928,3584,5506
"Shom_DM18D10_01505",9762,8220,13941,3035,2900,2964,3367,2757,3517
"Shom_DM18D10_01506",2750,2114,4168,6303,3994,1919,7807,5137,25190
"Shom_DM18D10_01507",1234,1129,1249,1176,826,551,1586,1040,4568
"Shom_DM18D10_01508",1225,1101,1406,985,718,525,1434,952,3175
"Shom_DM18D10_01509",9782,18040,12746,2224,2137,1542,6215,4479,4390
"Shom_DM18D10_01510",15910,8122,21508,10883,9682,10580,9660,10372,10834
"Shom_DM18D10_01511",5906,6668,7954,4102,4744,3945,3880,4308,4676
"Shom_DM18D10_01512",26679,25967,33789,20984,22641,16754,20519,19136,21673
"Shom_DM18D10_01513",14386,12501,19963,9174,8823,7870,10255,9540,10165
"Shom_DM18D10_01514",3959,4267,5104,2755,2606,2954,4081,4387,4377
"Shom_DM18D10_01515",1377,1566,1694,1251,1229,1148,1875,2292,1697
"Shom_DM18D10_01516",7779,8482,8333,13931,13546,14238,17089,17076,15511
"Shom_DM18D10_01526",17561,16426,20693,11153,10639,11170,11935,13678,15728
"Shom_DM18D10_01527",16905,15496,17149,11405,10413,10143,14350,14630,15863
"Shom_DM18D10_01528",44819,37161,43209,29437,26157,26047,40332,37277,36196
"Shom_DM18D10_01529",180482,171083,196365,135411,145510,209735,94819,90531,122889
"Shom_DM18D10_01530",6397,5608,6688,6248,6395,7112,5584,5244,6488
"Shom_DM18D10_01531",17512,11567,23084,9947,9617,10472,11082,12324,11751
"Shom_DM18D10_01532",23783,23353,31547,11996,10723,9033,12840,11275,15878
"Shom_DM18D10_01533",17619,12248,23350,5884,5655,4439,8230,7119,7075
"Shom_DM18D10_01534",30104,23701,46627,33654,41065,61982,22080,21555,40720
"Shom_DM18D10_01535",22078,18645,35843,28631,34039,49231,17584,16561,31215
"Shom_DM18D10_01536",81559,31806,59708,146076,128402,164925,150876,156942,142830
"Shom_DM18D10_01537",17685,16468,22695,5925,6168,7167,6841,8767,10190
"Shom_DM18D10_01538",45879,32702,66484,17408,17981,21887,17566,18931,27022
"Shom_DM18D10_01539",62627,25899,55155,54940,48355,64932,74247,90179,70252
"Shom_DM18D10_01540",73941,32708,66647,87510,75535,100043,102567,123717,122394
"Shom_DM18D10_01541",80592,48518,113015,22259,22442,29068,24004,21636,28805
"Shom_DM18D10_01542",19774,22076,19324,23716,31339,21305,27600,20420,19537
"Shom_DM18D10_01543",23980,28035,24175,35688,48021,35030,41747,32533,27924
"Shom_DM18D10_01544",58833,56183,68795,80768,91620,141893,83973,69783,90139
"Shom_DM18D10_01545",26786,21182,34038,34103,35143,74085,33617,28125,42616
"Shom_DM18D10_01546",32082,21969,44383,15854,15080,14438,22280,20415,20687
"Shom_DM18D10_01547",5481,8513,6138,14692,12938,11822,14651,15312,22347
"Shom_DM18D10_01548",11886,12093,14544,21961,18962,16669,25645,24477,33396
"Shom_DM18D10_01549",32495,22316,45817,18873,17510,18078,24197,23661,25803
"Shom_DM18D10_01550",13475,15333,13003,5881,6339,6879,6398,5702,8060
"Shom_DM18D10_01551",13271,10494,19296,5152,5241,5544,5589,5942,8017
"Shom_DM18D10_01552",31057,26798,46381,7446,7809,8576,10192,10807,13843
"Shom_DM18D10_01553",155567,129671,178607,64648,68745,51628,74863,60980,65412
"Shom_DM18D10_01554",14055,12478,18117,4587,4682,5426,5410,5231,6296
"Shom_DM18D10_01555",41297,48516,46532,14739,16763,16027,15271,16558,20094
"Shom_DM18D10_01556",13200,24520,12598,16505,17335,12396,22884,23486,29296
"Shom_DM18D10_01557",6734,8088,8653,5342,5741,5312,8033,8460,8908
"Shom_DM18D10_01558",57049,57678,58008,94727,79971,78909,119191,158447,141392
"Shom_DM18D10_01559",26461,40379,33911,18091,19902,15280,19944,17538,23218
"Shom_DM18D10_01560",204776,174272,273784,89905,85581,81727,129037,110014,105218
"Shom_DM18D10_01561",7916,12521,10518,7046,7920,5689,7153,7934,8515
"Shom_DM18D10_01562",16681,29438,20594,18433,19475,12930,20054,19331,21247
"Shom_DM18D10_01563",20272,30077,25009,20292,20472,13319,25995,21036,21070
"Shom_DM18D10_01564",5772,9117,5478,7236,7122,5046,10927,9295,9363
"Shom_DM18D10_01565",5399,7487,5260,5895,5427,4040,8941,7357,6768
"Shom_DM18D10_01566",12884,16255,12852,14453,13741,11924,22497,20679,19801
"Shom_DM18D10_01567",60541,74646,57937,67291,64277,56830,111886,102389,88528
"Shom_DM18D10_01568",16719,22588,16426,17711,17722,15004,31719,30561,27352
"Shom_DM18D10_01569",46675,67919,43332,45950,46299,40855,88421,84069,71129
"Shom_DM18D10_01570",161029,185842,174252,93994,96148,76484,164221,142847,126770
"Shom_DM18D10_01571",221095,273609,225457,168766,165109,123186,283625,256847,216657
"Shom_DM18D10_01572",28141,38907,28035,24909,26885,15898,43375,41856,29766
"Shom_DM18D10_01573",81389,142291,80115,87791,92441,47993,170780,143445,102525
"Shom_DM18D10_01574",43114,83721,40676,47700,51337,23300,91742,75914,53789
"Shom_DM18D10_01575",221314,418824,209526,248169,270262,116797,528001,439370,294884
"Shom_DM18D10_01576",143429,266874,133124,171020,184645,74320,369433,300217,182777
"Shom_DM18D10_01577",208727,351933,201968,211980,226431,116961,469748,406382,274354
"Shom_DM18D10_01578",64015,98926,65644,58391,62783,37933,131595,116907,80464
"Shom_DM18D10_01579",3363,3318,4136,1413,1634,1576,1258,1444,1981
"Shom_DM18D10_01580",43787,41052,47682,24743,25671,23439,26826,24609,30601
"Shom_DM18D10_01581",17135,14084,19928,9517,9164,8128,11170,9299,10377
"Shom_DM18D10_01582",2599,1990,3553,1222,1275,1115,1206,1143,1577
"Shom_DM18D10_01583",770,725,881,1741,1334,1615,2418,1436,1877
"Shom_DM18D10_01584",12512,12652,21452,34709,31988,16967,65932,27945,16978
"Shom_DM18D10_01585",1803,2279,1995,3252,3016,2201,3699,3265,6046
"Shom_DM18D10_01586",1282,1662,1346,2471,2336,1616,3012,2794,4733
"Shom_DM18D10_01587",1187,1606,1351,2070,2115,1563,2745,2454,4098
"Shom_DM18D10_01588",2490,2549,2782,3414,3169,2760,3475,3370,5688
"Shom_DM18D10_01589",77681,68295,123336,40901,41991,36602,39457,37672,50880
"Shom_DM18D10_01590",10277,13820,11690,5341,5317,5252,9055,7891,9182
"Shom_DM18D10_01591",12327,19568,14228,6381,6674,6720,9745,9884,11652
"Shom_DM18D10_01592",3513,2449,5006,1386,1526,1793,1684,2243,2479
"Shom_DM18D10_01593",2251,1828,3344,944,930,1199,1203,1478,1753
"Shom_DM18D10_01594",18460,10991,18837,25319,24765,41342,25438,29669,29768
"Shom_DM18D10_01595",15586,14000,24007,5565,6005,7791,7066,7908,10801
"Shom_DM18D10_01596",40866,30019,54959,13657,14305,15963,23571,24646,25951
"Shom_DM18D10_01597",59850,45385,78572,20848,20475,23292,39994,37754,38359
"Shom_DM18D10_01598",85396,89042,113590,22360,24713,26393,39429,39549,48246
"Shom_DM18D10_01599",3594,2932,4757,2277,2459,2759,2186,2324,3343
"Shom_DM18D10_01600",10555,9562,13629,6874,6956,7088,6725,6606,10166
"Shom_DM18D10_01601",2349,2041,2856,1182,1234,1270,1525,1402,1892
"Shom_DM18D10_01602",4852,4187,5481,2295,2385,2535,3135,2950,3792
"Shom_DM18D10_01603",14916,12972,15268,8204,8157,7710,12456,9750,12300
"Shom_DM18D10_01604",12797,8156,15499,5698,5982,5815,6613,8009,7932
"Shom_DM18D10_01605",24827,16616,30951,9330,10076,10584,11763,14588,15082
"Shom_DM18D10_01606",20576,16762,28122,7190,7610,9294,9889,12304,16230
"Shom_DM18D10_01607",29859,18217,35286,16038,15502,19618,22300,30919,30739
"Shom_DM18D10_01608",54057,32760,62343,32033,29495,39599,43927,56747,59337
"Shom_DM18D10_01609",94700,58887,110098,59603,54140,74231,79912,100059,105087
"Shom_DM18D10_01610",35487,27104,34483,16707,16265,17503,23878,24999,28150
"Shom_DM18D10_01611",9513,7651,9444,4390,4103,4530,7580,6991,8052
"Shom_DM18D10_01617",1084,1249,1047,1468,1321,1585,4783,5073,3163
"Shom_DM18D10_01618",396,656,421,779,721,629,2660,2753,1702
"Shom_DM18D10_01619",451,730,466,906,845,772,3118,3539,2098
"Shom_DM18D10_01620",386,508,358,827,710,768,3313,3917,2351
"Shom_DM18D10_01621",835,895,788,3729,3019,5929,13832,16428,11276
"Shom_DM18D10_01622",429,455,279,3098,2307,4646,11573,13695,9366
"Shom_DM18D10_01623",25,12,17,106,109,161,597,768,495
"Shom_DM18D10_01624",335,401,289,2292,1668,2255,9339,11811,7705
"Shom_DM18D10_01625",262,241,207,1638,1193,1688,5717,8251,5076
"Shom_DM18D10_01626",5193,5465,7197,1873,2248,2414,1837,1875,2810
"Shom_DM18D10_01627",8603,8949,10362,3208,3663,3695,3382,3396,4768
"Shom_DM18D10_01628",4232,4158,5005,1882,1927,1735,1815,1802,2312
"Shom_DM18D10_01629",13315,12566,15691,5396,5793,4843,6833,5576,6741
"Shom_DM18D10_01630",14875,16775,17301,7681,8300,9235,8888,9392,13493
"Shom_DM18D10_01631",10320,8458,16334,3290,3501,3854,3719,3699,4927
"Shom_DM18D10_01632",11675,10830,13425,12223,12347,9310,8325,6612,15370
"Shom_DM18D10_01633",2189,1854,2467,2460,2361,1694,1843,1327,2883
"Shom_DM18D10_01634",1217,1510,1271,609,676,703,823,748,1371
"Shom_DM18D10_01635",30202,26262,36049,11444,11424,13001,13487,13816,17629
"Shom_DM18D10_01636",14809,11995,18474,5740,5500,5897,8021,7629,8116
"Shom_DM18D10_01637",7949,5774,10459,4279,3816,4159,4905,5947,6909
"Shom_DM18D10_01638",13444,10141,17766,6249,6470,7688,7738,9517,11226
"Shom_DM18D10_01639",6370,3283,7171,7235,6941,9395,6463,6459,7561
"Shom_DM18D10_01640",41394,25726,48576,39983,39744,50373,31271,30782,40337
"Shom_DM18D10_01641",8033,7180,8875,5833,5913,6058,6943,7239,7931
"Shom_DM18D10_01642",13242,11203,15556,5425,5451,6793,8014,9496,9817
"Shom_DM18D10_01643",7039,6669,12485,6205,6125,5606,9260,5571,7037
"Shom_DM18D10_01644",10378,9845,18587,6296,6334,6991,4810,5268,8866
"Shom_DM18D10_01645",8669,8874,11128,6632,6573,7960,9704,12173,12284
"Shom_DM18D10_01646",107536,128090,132002,117933,105437,133976,162113,164590,192510
"Shom_DM18D10_01647",3337,3224,4071,1289,1287,1466,1879,2158,2816
"Shom_DM18D10_01648",85107,62707,75009,54938,53193,51650,64348,54424,56331
"Shom_DM18D10_01649",1247,676,1817,812,880,1100,977,1002,1033
"Shom_DM18D10_01650",2799,2265,2929,4391,3796,3508,4914,4997,3570
"Shom_DM18D10_01651",7360,6907,7599,11619,9847,9375,13431,12433,10254
"Shom_DM18D10_01652",3482,3323,3802,5268,4533,4414,6733,5827,4866
"Shom_DM18D10_01653",7925,6622,8888,10449,8696,8325,13782,11833,9545
"Shom_DM18D10_01654",3130,2718,3357,4067,3008,3118,4902,3971,3675
"Shom_DM18D10_01655",1755,1358,2458,843,825,830,745,894,866
"Shom_DM18D10_01656",2284,1567,3317,989,920,1024,1024,985,1147
"Shom_DM18D10_01657",18252,13618,28924,7781,6769,8302,8117,7811,9992
"Shom_DM18D10_01658",877,586,934,644,575,612,699,639,653
"Shom_DM18D10_01659",3108,2461,3140,2692,2629,2498,3145,2795,2859
"Shom_DM18D10_01660",33953,17488,42202,23622,19171,21294,30394,29302,24645
"Shom_DM18D10_01661",20475,13976,22841,14034,13213,12819,18003,16760,18374
"Shom_DM18D10_01662",21654,19272,21442,14037,12279,15172,30977,25851,27206
"Shom_DM18D10_01663",94795,61188,133521,48237,45790,50630,64004,67013,58363
"Shom_DM18D10_01664",68630,44150,87825,48663,42103,50618,58810,52861,49835
"Shom_DM18D10_01665",15574,11700,16949,11484,10385,14030,14840,23362,21034
"Shom_DM18D10_01666",12789,17107,13613,19931,18064,19408,27736,37050,34935
"Shom_DM18D10_01667",44674,37781,36586,40874,41672,44947,31043,28292,35232
"Shom_DM18D10_01668",36989,30239,29854,30730,31289,29738,25435,22158,23873
"Shom_DM18D10_01669",34665,51302,33997,37630,36948,29093,44758,38756,35745
"Shom_DM18D10_01670",36819,42182,39721,35349,33198,30172,42427,37400,33262
"Shom_DM18D10_01671",21918,21486,29580,13695,13389,12668,16592,15124,14860
"Shom_DM18D10_01672",5460,5491,7532,3385,3535,3219,4103,3803,3714
"Shom_DM18D10_01673",25070,30024,25006,26449,28059,23316,65579,52986,57073
"Shom_DM18D10_01674",9495,9035,13047,5931,5866,4859,11066,10486,9986
"Shom_DM18D10_01675",5101,5263,6673,3467,3668,3780,2906,3283,4941
"Shom_DM18D10_01676",19473,25289,21356,21303,19982,15882,24059,19821,24075
"Shom_DM18D10_01677",21506,24886,23811,21553,19539,15488,30155,23622,24176
"Shom_DM18D10_01678",19315,19170,24291,14728,12882,11597,22411,17929,16611
"Shom_DM18D10_01679",9810,13935,11514,12081,11601,10066,14214,12950,13414
"Shom_DM18D10_01680",14909,19859,17898,11072,11520,9664,12527,11979,13096
"Shom_DM18D10_01681",105049,158766,110558,98623,98020,76332,122960,101621,105682
"Shom_DM18D10_01682",84534,108733,90131,70831,69922,56338,97138,83233,76407
"Shom_DM18D10_01683",16505,14811,22562,13241,13163,12989,11712,12168,16418
"Shom_DM18D10_01684",10313,10039,13533,5133,5500,5932,5734,6194,9033
"Shom_DM18D10_01685",13545,15093,22179,6869,7092,7181,9047,7878,11711
"Shom_DM18D10_01686",8702,6794,8365,7809,7987,14075,8233,7997,12100
"Shom_DM18D10_01687",1500,1758,2047,1920,2008,1978,1287,1454,2232
"Shom_DM18D10_01688",57368,67739,67259,15042,16483,21027,15776,17852,24285
"Shom_DM18D10_01689",25446,27189,29701,6487,7093,8275,8431,8330,10089
"Shom_DM18D10_01690",2473,1980,3456,944,973,930,1194,1082,1526
"Shom_DM18D10_01691",35207,24449,54029,12044,12749,14582,12280,12968,16026
"Shom_DM18D10_01692",22029,19436,32339,13937,13147,13379,11867,11381,16150
"Shom_DM18D10_01693",1055,893,1331,999,1166,1615,2347,2489,2851
"Shom_DM18D10_01694",5484,5258,6383,5155,5619,7351,11263,11555,13849
"Shom_DM18D10_01695",10222,10112,11872,9960,9954,12974,23169,21876,27291
"Shom_DM18D10_01696",6163,4855,7446,5960,6416,7011,13153,12585,12852
"Shom_DM18D10_01697",67170,52994,83557,30621,28718,29497,42993,41896,45595
"Shom_DM18D10_01698",40820,27195,49625,18252,16009,19068,22085,22859,22833
"Shom_DM18D10_01699",33703,22523,39870,13667,12705,14572,17269,19053,18193
"Shom_DM18D10_01700",11156,9007,9755,6019,5739,5945,8641,7599,7667
"Shom_DM18D10_01701",69617,51033,53884,40607,38155,38037,52467,49666,46777
"Shom_DM18D10_01702",32107,24394,25995,18745,17246,18157,23408,22892,22751
"Shom_DM18D10_01703",16092,13780,25970,5582,5953,7244,7091,8509,12468
"Shom_DM18D10_01704",3162,2164,3829,1346,1253,1093,1742,1640,1772
"Shom_DM18D10_01705",198023,73982,190438,200354,171019,193780,225169,269862,229485
"Shom_DM18D10_01706",10744,8985,16633,7371,7454,9917,13276,11039,14965
"Shom_DM18D10_01707",4704,3242,7231,1771,1770,2340,2153,2305,3412
"Shom_DM18D10_01708",3613,2780,5599,1272,1430,1600,1316,1636,2154
"Shom_DM18D10_01709",19074,15990,29981,5455,5721,6672,5987,6677,9267
"Shom_DM18D10_01710",10923,9824,16850,3243,3307,3784,4582,3959,5918
"Shom_DM18D10_01711",22420,17329,32889,16687,15425,15289,13014,13129,18078
"Shom_DM18D10_01712",4042,3653,5862,1854,1960,2161,1953,1860,2978
"Shom_DM18D10_01713",19015,12767,26388,10090,9499,9520,11353,12672,12160
"Shom_DM18D10_01714",26642,21267,32643,16734,15526,15121,19217,18730,21861
"Shom_DM18D10_01715",17109,15100,25346,10475,10442,10817,9615,9676,14278
"Shom_DM18D10_01716",18769,28352,20523,20257,19441,17639,30725,24563,25122
"Shom_DM18D10_01717",4098,2728,5429,1756,1717,1834,2420,2917,2954
"Shom_DM18D10_01718",22589,13720,28832,14776,12154,14131,21471,27388,25152
"Shom_DM18D10_01719",40079,25160,46578,37807,32344,35368,42004,46705,52127
"Shom_DM18D10_01752",11320,10667,15554,11357,11236,9193,9031,8511,10600
"Shom_DM18D10_01753",1458,1248,1917,557,487,565,642,651,1033
"Shom_DM18D10_01754",914,795,1229,368,349,412,464,497,528
"Shom_DM18D10_01755",11614,9881,14700,3490,3682,3806,3630,3872,4821
"Shom_DM18D10_01756",6307,5336,8011,1838,1928,1930,2273,2149,2504
"Shom_DM18D10_01757",118183,68909,134242,88480,77859,81563,98034,112115,106216
"Shom_DM18D10_01758",21097,11508,23800,16476,14787,15266,18456,20943,17202
"Shom_DM18D10_01759",4377,3730,5716,2234,2246,2124,2520,3080,3371
"Shom_DM18D10_01760",21783,16441,27212,37680,34427,35833,48954,48665,44946
"Shom_DM18D10_01761",25797,23119,37291,9832,10940,11787,10800,10722,14523
"Shom_DM18D10_01762",4367,3192,6539,2743,2565,2651,3070,3179,3515
"Shom_DM18D10_01763",3397,2451,5137,1887,1796,1849,2257,2113,2448
"Shom_DM18D10_01764",18188,15476,27957,3790,4550,4862,6023,5613,7481
"Shom_DM18D10_01765",22517,23514,35303,13937,14064,16022,13957,13474,21620
"Shom_DM18D10_01766",99244,61649,128032,46426,44717,44719,61600,59247,50494
"Shom_DM18D10_01767",19419,20058,23974,9457,10365,10871,10255,10163,14270
