"","Shom_PJ_011","Shom_PJ_012","Shom_PJ_013","Shom_PJ_014","Shom_PJ_015","Shom_PJ_016","Shom_PJ_017","Shom_PJ_018","Shom_PJ_019"
"Shom_DM18D10_00001",9360,6657,14516,2024,2181,2946,2294,2679,3980
"Shom_DM18D10_00002",1206,745,1762,379,443,508,530,563,581
"Shom_DM18D10_00003",2572,1797,3757,1829,1700,1612,2044,2086,2195
"Shom_DM18D10_00004",1880,1319,2803,1403,1346,1226,1736,1497,1485
"Shom_DM18D10_00005",822,514,1160,690,621,552,771,812,776
"Shom_DM18D10_00006",593,422,750,409,395,374,498,535,499
"Shom_DM18D10_00007",115215,74646,154631,75634,75474,68355,88541,87499,87329
"Shom_DM18D10_00008",8397,5428,11647,5951,5825,5393,6706,6465,6006
"Shom_DM18D10_00009",23417,17668,25999,21898,17494,22023,28533,28023,31654
"Shom_DM18D10_00010",435669,299658,363323,251059,216045,291511,379439,314596,364878
"Shom_DM18D10_00011",99491,68393,78085,52729,47627,53987,75920,69801,75042
"Shom_DM18D10_00012",6684,11489,9802,5823,6852,3447,7569,6321,6027
"Shom_DM18D10_00013",5310,8092,6936,5976,6833,3728,7736,5891,6050
"Shom_DM18D10_00014",10178,12366,16730,9997,10279,8592,9326,8339,11438
"Shom_DM18D10_00015",9298,5535,10125,7432,7270,7862,7467,7497,10363
"Shom_DM18D10_00016",7383,5942,8959,6132,5783,4776,6510,5644,6162
"Shom_DM18D10_00017",18431,15113,22124,17465,16546,13065,17863,15170,16509
"Shom_DM18D10_00018",11159,9300,14338,12591,12999,9616,10930,9823,11800
"Shom_DM18D10_00019",202252,323295,156892,35293,39308,22849,83220,75833,44040
"Shom_DM18D10_00020",30038,39118,20462,49379,45779,50634,105196,120695,91025
"Shom_DM18D10_00021",11502,19690,7189,19236,17530,15110,40052,44607,36690
"Shom_DM18D10_00022",8339,6682,9913,3799,3544,3245,4883,4204,4250
"Shom_DM18D10_00023",21172,17156,24588,10529,9826,8758,13030,10900,11282
"Shom_DM18D10_00024",30490,26653,42949,14038,14284,12428,15092,13130,16575
"Shom_DM18D10_00025",9315,7426,9996,5436,5103,4987,7092,6610,7754
"Shom_DM18D10_00026",12393,10083,13567,7670,7280,6885,9665,8165,9951
"Shom_DM18D10_00027",50748,41076,59243,29395,29118,27564,33570,33582,37303
"Shom_DM18D10_00028",9566,5101,11472,4883,4855,5030,5492,5985,4800
"Shom_DM18D10_00029",2633,1373,2554,2196,2048,2190,3340,3692,2831
"Shom_DM18D10_00030",16847,14465,17849,14286,13824,13286,20495,16472,15846
"Shom_DM18D10_00031",22151,26347,20706,20545,20277,17902,30249,24515,27486
"Shom_DM18D10_00032",13199,10731,16096,5938,6310,6342,8166,7761,8125
"Shom_DM18D10_00033",20278,14462,27598,9652,10427,11952,12598,14965,17210
"Shom_DM18D10_00034",152629,108768,184005,60408,59017,60762,78119,82219,81538
"Shom_DM18D10_00035",15754,21342,22607,22341,28173,13368,30490,30913,23640
"Shom_DM18D10_00036",7254,6309,8330,5935,6131,6196,8433,8067,8353
"Shom_DM18D10_00037",19270,15929,22756,7357,6879,7798,11238,11887,13755
"Shom_DM18D10_00038",23072,22317,25362,8338,8191,10867,15089,15723,16683
"Shom_DM18D10_00039",26964,24950,28508,10606,10145,12310,17989,18883,19219
"Shom_DM18D10_00040",28875,28192,28502,11112,10052,12818,20881,19910,20165
"Shom_DM18D10_00041",36543,34512,37578,14124,13201,16320,25940,25160,25245
"Shom_DM18D10_00042",28986,32171,32025,9259,9610,14107,17164,18296,22864
"Shom_DM18D10_00043",12442,14812,14371,4815,5069,6596,7762,8031,9691
"Shom_DM18D10_00044",28563,39872,30392,19115,19001,19625,27866,25975,29800
"Shom_DM18D10_00045",65251,50857,84636,33248,32813,34138,38155,37746,45431
"Shom_DM18D10_00046",41956,65143,46408,36458,40676,24509,50652,47367,44230
"Shom_DM18D10_00047",53203,52719,79885,22947,26113,23735,30934,31733,36648
"Shom_DM18D10_00048",9393,11573,10065,7597,7769,6605,9186,8313,9646
"Shom_DM18D10_00049",9916,14087,10985,8329,7965,6528,10701,8662,9873
"Shom_DM18D10_00050",19866,22930,20036,27601,23727,15696,33451,25194,20510
"Shom_DM18D10_00051",64537,91217,64175,116167,103923,58630,131081,100526,82047
"Shom_DM18D10_00052",10862,14636,10822,18247,16328,8680,18837,14821,12802
"Shom_DM18D10_00053",2455,3182,2540,3952,3683,1951,4220,3486,2827
"Shom_DM18D10_00054",35821,46648,40088,56267,50797,29306,54602,43950,43180
"Shom_DM18D10_00055",5886,6233,7522,8186,7776,4873,7456,6778,6199
"Shom_DM18D10_00056",40852,60416,47848,38982,39164,26387,54829,44396,43742
"Shom_DM18D10_00057",43633,43570,54236,33366,30761,24566,53706,40849,36219
"Shom_DM18D10_00058",27454,37948,33357,27246,25723,20939,37690,29094,33425
"Shom_DM18D10_00059",13082,10945,18392,4578,4731,4245,6327,6049,6146
"Shom_DM18D10_00060",16788,16166,25027,6075,6404,6988,7903,7633,10005
"Shom_DM18D10_00061",67920,66478,74195,36582,37149,31189,54620,53124,53989
"Shom_DM18D10_00062",39281,45683,40732,20980,23427,19814,31035,34205,38165
"Shom_DM18D10_00063",280483,238856,316280,170405,166884,170098,230860,217504,207508
"Shom_DM18D10_00064",248835,237900,248743,97372,107183,98833,153617,152018,156369
"Shom_DM18D10_00065",58768,44284,66510,44521,43603,48801,49848,48031,51958
"Shom_DM18D10_00066",84183,77892,82785,79679,78418,84599,88628,82197,91922
"Shom_DM18D10_00067",13843,15661,11585,17613,18393,18677,19603,19385,18497
"Shom_DM18D10_00068",27526,29063,24884,32331,31351,32105,33062,33068,38450
"Shom_DM18D10_00069",22594,38704,24899,25942,30769,11943,37838,26274,20305
"Shom_DM18D10_00070",27028,49834,31980,32825,41934,17042,41015,29267,27463
"Shom_DM18D10_00071",2359,2569,2761,2287,2191,2152,2180,1529,1664
"Shom_DM18D10_00072",11217,13078,10809,125695,119502,139229,151142,136844,150615
"Shom_DM18D10_00073",19968,22912,17461,188730,175339,183998,243235,206118,227346
"Shom_DM18D10_00074",11154,10623,12665,12882,12355,12071,14869,12223,13128
"Shom_DM18D10_00075",6283,4815,7435,5058,4934,4706,5385,5130,5205
"Shom_DM18D10_00076",15784,14585,22682,8667,8634,8208,10910,9445,11238
"Shom_DM18D10_00077",22691,20050,33893,11906,11422,10597,18371,14725,16676
"Shom_DM18D10_00078",767,580,1168,459,425,382,755,508,634
"Shom_DM18D10_00079",110028,83268,156592,39951,42878,38363,58119,57645,52954
"Shom_DM18D10_00080",9383,9257,10386,4720,5174,4545,6044,5708,8092
"Shom_DM18D10_00081",8212,7987,8877,4047,4611,4085,4652,4622,6500
"Shom_DM18D10_00082",67247,55333,86959,22279,25891,19092,32212,30333,31463
"Shom_DM18D10_00083",31142,45740,33911,45394,42253,33392,57999,49280,46184
"Shom_DM18D10_00084",5466,7973,5954,6428,5985,4837,9034,7796,7107
"Shom_DM18D10_00085",12633,16714,13660,12575,12209,9849,18576,17190,15127
"Shom_DM18D10_00086",36715,44484,47639,31619,30180,26563,37080,29810,35589
"Shom_DM18D10_00087",2687,3943,3231,3247,3589,2704,2595,2581,3430
"Shom_DM18D10_00088",110808,65886,146886,53826,49699,54743,67445,72355,55822
"Shom_DM18D10_00089",49823,46666,52176,34396,36670,28144,44197,28285,23113
"Shom_DM18D10_00090",27431,32604,27862,22498,28900,12314,30830,18053,13526
"Shom_DM18D10_00091",11442,13088,12153,7565,10444,5186,9294,6662,6098
"Shom_DM18D10_00092",25594,29117,31351,14776,17694,13789,14708,11283,14642
"Shom_DM18D10_00093",11889,11627,12948,8294,8838,7645,9414,8953,9829
"Shom_DM18D10_00094",115196,90354,161608,52027,54518,50786,65907,67622,80048
"Shom_DM18D10_00095",17329,14599,24012,8019,8493,7892,8825,9793,12433
"Shom_DM18D10_00096",240270,146565,310219,146803,131744,147114,158038,143741,151825
"Shom_DM18D10_00097",8109,7291,9452,6814,6296,5736,8319,7102,7782
"Shom_DM18D10_00098",9249,9096,10493,7910,7719,6932,8727,8046,9501
"Shom_DM18D10_00099",7072,8451,8970,4815,4980,5353,5002,5804,7788
"Shom_DM18D10_00100",65399,61947,82827,26778,29210,26580,33918,32394,36600
"Shom_DM18D10_00101",14966,14851,17932,9949,10756,7852,10773,9456,9543
"Shom_DM18D10_00102",29218,29391,32367,27088,27490,17638,26219,20395,20678
"Shom_DM18D10_00103",23835,30520,24419,29928,30965,18931,23975,18865,22542
"Shom_DM18D10_00104",13452,15933,14173,15659,17742,10844,10550,9716,12365
"Shom_DM18D10_00105",4022,4353,4867,3821,4642,2837,2276,2426,3155
"Shom_DM18D10_00106",5521,2796,7252,4620,4251,9718,4176,4323,7377
"Shom_DM18D10_00107",17074,26379,17753,18259,17875,17097,26693,21346,24958
"Shom_DM18D10_00108",10946,11364,11669,8353,8440,8570,9327,9057,11124
"Shom_DM18D10_00109",9163,8404,12811,3909,4376,4372,3994,4526,6248
"Shom_DM18D10_00110",49822,47116,72874,20837,23276,24590,21695,24300,31908
"Shom_DM18D10_00111",26668,29440,27654,21472,21767,17341,20412,17439,25413
"Shom_DM18D10_00112",6427,5176,9759,4223,4589,3817,4860,5308,6015
"Shom_DM18D10_00113",3418,4387,3496,6931,8030,3197,7340,6653,5603
"Shom_DM18D10_00114",9634,12368,9430,24346,26514,10310,26931,22843,17078
"Shom_DM18D10_00115",6112,9878,5299,20717,23402,8278,22842,19469,13752
"Shom_DM18D10_00116",34502,52716,30996,144119,156521,47698,178961,132287,77984
"Shom_DM18D10_00117",11062,17256,10559,59432,61920,17820,70634,46015,27137
"Shom_DM18D10_00118",6678,11904,6717,44802,47791,11489,51476,31562,18883
"Shom_DM18D10_00119",4234,7592,5154,27758,30805,7211,29469,16046,12129
"Shom_DM18D10_00120",2504,4343,3825,13469,16946,4737,10388,6528,7828
"Shom_DM18D10_00121",15096,13714,25219,18038,22209,12077,13462,11981,19987
"Shom_DM18D10_00122",27214,23647,35674,11549,11114,10896,16740,14141,16231
"Shom_DM18D10_00123",6906,7362,8831,3347,3522,3627,4372,3769,5150
"Shom_DM18D10_00124",3397,3967,3712,3949,3885,4250,6083,5021,6133
"Shom_DM18D10_00125",3383,4269,3922,3573,3620,4424,5168,4452,6545
"Shom_DM18D10_00126",17800,10869,12793,23683,20765,25381,31423,41261,31922
"Shom_DM18D10_00127",125610,126449,106416,67057,61885,60463,114060,98638,86999
"Shom_DM18D10_00128",75440,52158,98840,39631,40445,45404,43199,45821,56584
"Shom_DM18D10_00129",15551,11547,21119,10552,10541,11957,10608,11374,13938
"Shom_DM18D10_00130",11259,9712,14729,8127,7780,7762,7351,7123,8399
"Shom_DM18D10_00131",81337,61483,113944,53999,53510,53628,52214,50440,63128
"Shom_DM18D10_00132",28258,21464,38376,18536,18846,19757,16131,18298,23570
"Shom_DM18D10_00133",21888,19908,30023,15707,16041,17428,16020,18151,23378
"Shom_DM18D10_00134",215419,164134,219739,132389,123167,125160,186641,174890,164516
"Shom_DM18D10_00135",100493,82363,99329,61971,60678,60214,81680,85318,78312
"Shom_DM18D10_00136",33110,33218,34525,20031,16753,17456,35017,27948,28720
"Shom_DM18D10_00137",39332,35134,41923,22352,18884,20752,38920,31840,31076
"Shom_DM18D10_00138",19152,19038,21566,10413,9377,10606,15702,13221,15508
"Shom_DM18D10_00139",38036,39469,39423,28757,25765,33087,34459,30549,35755
"Shom_DM18D10_00140",90189,69628,104278,71523,69509,75265,62169,60165,69336
"Shom_DM18D10_00141",98032,65620,112843,74652,74871,79239,69273,72870,74110
"Shom_DM18D10_00142",121829,79954,143237,114060,107275,115776,98583,96436,104657
"Shom_DM18D10_00143",23492,21001,35820,9405,10392,11596,10048,11118,17025
"Shom_DM18D10_00144",13939,11069,22149,5487,5579,6319,5779,6940,8700
"Shom_DM18D10_00145",496,274,823,449,394,380,530,499,483
"Shom_DM18D10_00146",744,456,1275,695,642,573,836,702,652
"Shom_DM18D10_00147",1414,904,2439,1347,1231,1083,1537,1303,1173
"Shom_DM18D10_00148",971,610,1673,895,822,672,1000,883,784
"Shom_DM18D10_00149",475,291,885,445,400,332,469,405,370
"Shom_DM18D10_00150",6630,5561,7898,3951,3871,4231,6821,7003,9150
"Shom_DM18D10_00151",9678,6881,11461,5044,4700,6050,14384,15374,12670
"Shom_DM18D10_00152",2392,2030,2498,1627,1428,1798,4035,3821,4034
"Shom_DM18D10_00153",9804,6895,10717,7148,6367,8293,18925,18738,16499
"Shom_DM18D10_00154",1850,1745,1973,1325,1240,1492,2990,3087,3333
"Shom_DM18D10_00155",3370,2298,4741,1818,1801,1899,2470,2303,2308
"Shom_DM18D10_00156",1300,1136,1662,596,632,539,774,678,630
"Shom_DM18D10_00157",4289,6259,3654,7851,8898,13997,11037,12969,13545
"Shom_DM18D10_00158",392,612,310,804,944,1762,1187,1416,1527
"Shom_DM18D10_00159",5922,4608,9268,2010,1789,1814,2545,2476,2749
"Shom_DM18D10_00160",8469,10280,7481,11287,12783,27199,16215,18779,21406
"Shom_DM18D10_00161",3114,4960,2450,5490,7223,11334,8587,10177,9565
"Shom_DM18D10_00162",514,687,482,805,1109,1726,1200,1518,1359
"Shom_DM18D10_00163",5691,7946,4513,9121,10467,19842,13422,14738,16497
"Shom_DM18D10_00164",5497,8273,4279,9297,11384,20875,13662,16342,17276
"Shom_DM18D10_00165",1873,2795,1370,3096,4079,6259,4605,6105,5205
"Shom_DM18D10_00166",3397,4546,2623,4615,5737,10027,6840,8182,7553
"Shom_DM18D10_00167",7850,10825,6233,13734,17903,28278,18708,22469,20385
"Shom_DM18D10_00168",1071,1347,765,1849,2362,4254,2445,3244,2898
"Shom_DM18D10_00169",1262,1618,964,2137,2487,5138,2892,3741,4040
"Shom_DM18D10_00170",3591,3304,2696,5254,6220,14406,6339,8259,8439
"Shom_DM18D10_00171",9513,9193,7348,12654,14241,33965,16081,18325,20704
"Shom_DM18D10_00172",2286,2025,1696,3104,3467,8197,3630,4621,5035
"Shom_DM18D10_00173",3818,3408,2877,5071,5565,14163,5919,7314,8491
"Shom_DM18D10_00174",3152,2690,2450,4092,4715,11759,4860,5961,6805
"Shom_DM18D10_00175",4182,3599,3176,5600,6281,15278,6339,8199,9482
"Shom_DM18D10_00176",10913,9474,8336,14394,15970,41013,16733,20584,23702
"Shom_DM18D10_00177",7265,5827,5278,7930,8786,23154,9662,12122,13879
"Shom_DM18D10_00178",2027,1452,1850,3762,3393,7279,4345,4634,5688
"Shom_DM18D10_00179",1796,1257,1637,3318,2985,6186,3821,4172,4671
"Shom_DM18D10_00180",11035,7020,9205,18439,16598,31677,21498,24346,25645
"Shom_DM18D10_00181",2937,4236,2547,5042,6059,9978,6538,8419,7582
"Shom_DM18D10_00182",2035,2530,1738,2988,3448,6277,3680,4822,4599
"Shom_DM18D10_00183",1705,1639,1598,1989,2307,4633,2479,3157,3067
"Shom_DM18D10_00184",371,362,353,339,356,830,470,604,715
"Shom_DM18D10_00185",325,360,311,326,315,785,422,665,717
"Shom_DM18D10_00186",275,303,234,267,284,695,409,521,670
"Shom_DM18D10_00187",321,343,249,289,323,803,472,611,789
"Shom_DM18D10_00188",491,597,467,560,591,1366,812,1161,1292
"Shom_DM18D10_00189",375,454,281,409,410,886,563,788,900
"Shom_DM18D10_00190",111,136,82,119,113,277,157,229,279
"Shom_DM18D10_00191",173,234,156,201,205,494,287,429,453
"Shom_DM18D10_00192",419,508,360,398,474,1119,599,1012,1151
"Shom_DM18D10_00193",180,248,169,240,234,581,322,443,542
"Shom_DM18D10_00194",256,339,229,300,307,778,451,642,711
"Shom_DM18D10_00195",162,267,156,188,193,483,260,430,486
"Shom_DM18D10_00196",269,429,291,332,362,933,510,688,871
"Shom_DM18D10_00197",133,210,147,179,182,512,286,366,433
"Shom_DM18D10_00198",154,243,167,174,208,538,294,406,487
"Shom_DM18D10_00199",354,571,328,480,485,1296,686,1049,1298
"Shom_DM18D10_00200",237,414,248,320,336,916,468,675,887
"Shom_DM18D10_00201",966,1669,1015,1266,1398,3457,1915,2719,3487
"Shom_DM18D10_00202",290,474,317,368,435,1017,487,838,923
"Shom_DM18D10_00203",601,883,584,756,770,1964,1007,1620,1941
"Shom_DM18D10_00204",674,833,619,669,842,1982,1002,1525,1808
"Shom_DM18D10_00205",481,645,540,469,501,1288,683,1017,1325
"Shom_DM18D10_00206",731,1020,835,635,775,1932,1002,1496,1907
"Shom_DM18D10_00207",135,146,168,124,114,284,174,253,263
"Shom_DM18D10_00208",189,233,238,147,161,434,226,356,495
"Shom_DM18D10_00209",620,715,772,388,428,1293,643,1048,1521
"Shom_DM18D10_00210",82,81,99,38,53,179,68,128,182
"Shom_DM18D10_00211",242,260,336,119,132,407,192,285,400
"Shom_DM18D10_00212",1377,1311,2004,666,787,2331,1012,1545,2305
"Shom_DM18D10_00213",478,466,667,237,323,838,375,627,803
"Shom_DM18D10_00214",13548,10441,18609,4733,5457,6598,5085,7458,9463
"Shom_DM18D10_00215",16730,13960,21671,6046,6710,7923,6456,8757,13621
"Shom_DM18D10_00216",7362,6350,9310,5475,5349,5152,5158,6143,9181
"Shom_DM18D10_00218",8460,8788,11478,7394,7704,7538,8098,7762,9859
"Shom_DM18D10_00219",3486,3676,4419,3428,3646,3424,3499,3677,4197
"Shom_DM18D10_00220",4509,5519,4863,5627,6281,5482,5769,5906,6814
"Shom_DM18D10_00221",16836,20365,14396,95835,95148,101662,123023,102440,93922
"Shom_DM18D10_00222",23907,32586,18622,121830,133938,75934,176299,145510,90144
"Shom_DM18D10_00223",11574,12770,8990,42298,43592,24454,59324,45881,33509
"Shom_DM18D10_00224",21837,18906,21274,22955,22376,13375,29860,23478,21429
"Shom_DM18D10_00225",27460,19750,34400,19941,18809,16752,23419,23198,20505
"Shom_DM18D10_00226",16159,23715,15253,17980,16996,11000,30179,23074,23076
"Shom_DM18D10_00227",6360,8013,7722,6154,6116,4386,7474,7135,8230
"Shom_DM18D10_00228",4188,3831,6361,2535,2532,2523,2456,2848,3685
"Shom_DM18D10_00229",2029,1776,3255,1126,1192,1205,1067,1325,1579
"Shom_DM18D10_00230",6966,6428,11174,3912,4080,4128,4016,4136,6052
"Shom_DM18D10_00231",62926,74908,58751,37294,33300,31831,71471,58274,50494
"Shom_DM18D10_00232",22904,27051,24411,10646,10256,10151,18414,16427,16645
"Shom_DM18D10_00233",6089,5491,7762,3185,3627,2761,3766,3462,4518
"Shom_DM18D10_00234",26778,21175,39097,8182,8942,8629,11312,10933,11993
"Shom_DM18D10_00235",118540,100459,177624,31103,33385,37234,42001,43034,52108
"Shom_DM18D10_00236",4116,3976,6321,4717,4618,3994,3375,3279,4925
"Shom_DM18D10_00237",17947,13951,26929,4374,4941,5790,5007,5221,7780
"Shom_DM18D10_00238",14604,11225,21688,3826,3979,4742,4800,4767,6547
"Shom_DM18D10_00239",5829,4877,8234,3087,3330,3356,2768,2396,3745
"Shom_DM18D10_00240",4962,3594,7691,1774,1960,2223,1875,1836,2173
"Shom_DM18D10_00241",10964,7907,15742,4956,5035,5606,5160,4305,6532
"Shom_DM18D10_00242",9038,7154,13270,6010,5726,5575,6527,6733,7791
"Shom_DM18D10_00243",28118,25530,43211,21386,20386,20086,22909,21559,27268
"Shom_DM18D10_00244",79456,67459,120211,67326,62209,44973,65686,52225,50887
"Shom_DM18D10_00245",115836,102202,175754,93213,89038,66733,87033,73829,75042
"Shom_DM18D10_00246",23583,31639,28073,27676,29022,15918,28956,26670,21404
"Shom_DM18D10_00247",99427,73935,88465,70881,67690,47801,117601,136304,76206
"Shom_DM18D10_00248",14297,13146,21069,7175,6863,7432,7849,8401,12194
"Shom_DM18D10_00249",28141,17497,37954,17503,16466,17602,19745,24223,25416
"Shom_DM18D10_00250",6061,6155,8787,5208,5469,5748,5489,5979,6652
"Shom_DM18D10_00251",1600,1634,2262,1586,1676,1725,1682,1762,2343
"Shom_DM18D10_00252",146335,137531,159803,54075,58199,47789,79278,72600,74967
"Shom_DM18D10_00253",1601,1003,2046,1713,1560,1926,1715,1821,1887
"Shom_DM18D10_00254",6507,3337,7056,4276,5041,3328,4281,4163,3837
"Shom_DM18D10_00255",970,643,1390,390,476,497,418,451,516
"Shom_DM18D10_00256",12580,8042,16858,5493,5523,6124,6686,8029,7607
"Shom_DM18D10_00257",11394,9493,18991,40858,38720,40999,42706,49710,132275
"Shom_DM18D10_00258",62168,51002,93687,28981,28791,28124,28108,26783,30036
"Shom_DM18D10_00259",8899,6711,12234,1607,1522,1801,2452,2337,2445
"Shom_DM18D10_00260",6800,5605,9358,1137,1178,1144,1892,1581,2043
"Shom_DM18D10_00261",7121,6391,10265,1276,1219,1367,1951,1440,2218
"Shom_DM18D10_00262",7467,6250,10845,1114,1304,1475,1409,1436,2290
"Shom_DM18D10_00263",3755,3578,5752,541,737,812,559,591,1101
"Shom_DM18D10_00264",6738,11280,7237,15606,18562,9148,23248,19032,17461
"Shom_DM18D10_00265",298998,518342,304936,587293,679246,456348,926392,762783,690220
"Shom_DM18D10_00266",433811,811186,415152,893546,1051505,542080,1390722,1106810,918009
"Shom_DM18D10_00267",267331,472376,273686,468402,545275,399697,687647,593308,536451
"Shom_DM18D10_00268",445052,746424,470592,763370,865293,668586,1085162,924241,791398
"Shom_DM18D10_00269",50914,50078,80728,16655,17354,21177,19577,22226,26130
"Shom_DM18D10_00270",25581,19113,32972,12332,11940,14049,15142,16455,19289
"Shom_DM18D10_00271",17818,12246,22445,8477,7975,7997,7950,8830,10006
"Shom_DM18D10_00272",218709,155334,261276,107267,102030,99435,121652,116694,126165
"Shom_DM18D10_00273",10778,9224,14599,6363,6172,5346,6190,5860,7575
"Shom_DM18D10_00274",33916,47474,39723,29039,27045,21815,31478,25280,35437
"Shom_DM18D10_00275",33926,56747,43641,30011,29274,25390,28618,25844,42189
"Shom_DM18D10_00276",1368,1092,1903,595,618,716,641,627,1058
"Shom_DM18D10_00277",209450,253264,234392,292024,292041,241051,303883,277278,283905
"Shom_DM18D10_00278",10006,10682,11330,12348,12201,10763,11814,12203,12476
"Shom_DM18D10_00279",18211,13892,19111,13632,12011,10174,16572,21482,17854
"Shom_DM18D10_00280",9116,8306,12358,3828,3782,4242,5051,4715,5965
"Shom_DM18D10_00281",95248,77069,125748,32211,34793,44408,50330,52368,67237
"Shom_DM18D10_00282",21003,7997,20969,32239,26228,44137,28882,28964,25391
"Shom_DM18D10_00283",2652,3579,2897,2851,3338,1757,4049,3807,6963
"Shom_DM18D10_00284",7927,9261,9937,5628,6062,5029,7815,8286,18119
"Shom_DM18D10_00285",5737,5657,7920,3446,3189,3360,4532,4215,8125
"Shom_DM18D10_00286",5097,7628,4810,19476,24602,7278,65547,46612,22296
"Shom_DM18D10_00287",7240,9903,6012,25829,33946,8502,89203,59024,25065
"Shom_DM18D10_00288",2824,3653,2218,9560,12960,2980,35173,23248,8660
"Shom_DM18D10_00289",7454,11866,6267,32566,42474,8614,123894,70087,28528
"Shom_DM18D10_00290",10167,15459,8763,50744,61959,14341,182546,102106,45021
"Shom_DM18D10_00291",9232,14195,8218,46479,53542,14516,153121,88822,48056
"Shom_DM18D10_00292",2949,4704,3088,13982,16553,5438,42744,24888,16202
"Shom_DM18D10_00293",1597,2226,1824,6978,7854,2922,20079,11797,8272
"Shom_DM18D10_00294",2541,3089,2960,10467,11602,4632,27449,15502,12235
"Shom_DM18D10_00295",12269,12332,14469,45962,50957,23781,96140,54953,55951
"Shom_DM18D10_00296",2703,2137,3657,8598,10019,5051,15984,11104,10872
"Shom_DM18D10_00297",10568,14672,11675,43636,43957,32532,78472,56002,53265
"Shom_DM18D10_00298",239255,159773,292264,43177,45696,63921,56303,49027,51589
"Shom_DM18D10_00299",6521,4867,8970,4080,4440,6049,7383,7100,8957
"Shom_DM18D10_00300",255645,437499,265235,200702,310245,115583,398862,292649,140808
"Shom_DM18D10_00301",419711,712379,413069,358676,484417,255281,660880,507181,316926
"Shom_DM18D10_00302",141453,197497,145635,116354,136891,102212,198117,160345,107706
"Shom_DM18D10_00303",83220,111286,86973,68749,76484,63675,113353,90248,66571
"Shom_DM18D10_00304",7262,4859,9676,5169,5218,5725,5936,5629,6695
"Shom_DM18D10_00305",5682,5377,9486,1626,1993,3165,3152,3182,4592
"Shom_DM18D10_00306",45273,42212,63632,25415,24655,27438,27804,26071,38097
"Shom_DM18D10_00307",15122,12496,21139,9829,9447,9410,9804,9147,12463
"Shom_DM18D10_00308",1032,1162,1159,432,437,619,492,487,792
"Shom_DM18D10_00309",158503,240111,163983,77252,73736,70635,192321,118678,123509
"Shom_DM18D10_00310",26330,22574,38259,11389,13096,13629,9043,11902,15002
"Shom_DM18D10_00311",20823,18859,28818,8028,8372,10391,8011,9189,13744
"Shom_DM18D10_00312",160149,114685,202368,60888,57023,66093,101242,94059,88581
"Shom_DM18D10_00313",18113,20644,18679,14476,13480,12848,20164,16196,17606
"Shom_DM18D10_00314",26265,36863,27432,26444,25213,22733,33625,26092,31612
"Shom_DM18D10_00315",15286,19357,18893,14051,13962,14737,14794,14074,17791
"Shom_DM18D10_00316",30496,25975,43750,10017,9785,10026,11218,10104,13985
"Shom_DM18D10_00317",4807,4700,5517,4167,4297,4813,5386,5374,5502
"Shom_DM18D10_00318",4650,3677,6701,1734,1686,2123,2358,2301,2951
"Shom_DM18D10_00319",288,245,369,128,125,148,139,158,187
"Shom_DM18D10_00320",125,56,98,1570,1197,1815,3341,4625,4092
"Shom_DM18D10_00321",68,63,118,1010,818,705,928,583,803
"Shom_DM18D10_00324",16184,9453,21569,7681,7277,8818,8155,8237,9199
"Shom_DM18D10_00325",2726,2356,4669,1759,1898,1513,1748,1800,1947
"Shom_DM18D10_00326",52084,50354,80044,38415,37436,27200,38319,31891,38753
"Shom_DM18D10_00327",15387,13230,23591,3255,3340,3684,4234,4309,5761
"Shom_DM18D10_00328",79881,57286,109416,28263,27883,33851,29645,32866,39101
"Shom_DM18D10_00329",22565,19624,21733,16487,13563,15964,36498,40266,35438
"Shom_DM18D10_00330",27919,44274,33133,20489,21232,16199,29093,24574,29031
"Shom_DM18D10_00331",5276,7614,6644,3826,4093,3223,4364,3763,5329
"Shom_DM18D10_00332",20173,24280,28067,12270,13431,12286,11791,11824,17963
"Shom_DM18D10_00333",30929,31090,39687,21193,20708,20500,20751,21321,28558
"Shom_DM18D10_00334",19985,23030,19512,16589,15051,15391,18327,18470,22099
"Shom_DM18D10_00335",25733,17762,26664,36973,34267,39334,40844,35758,38033
"Shom_DM18D10_00336",4300,4320,3699,2426,2368,2241,2831,2875,3226
"Shom_DM18D10_00337",60918,46940,89088,20819,20832,19573,23954,22515,26960
"Shom_DM18D10_00338",66036,49386,83447,15602,16559,19815,20701,22510,26703
"Shom_DM18D10_00339",24556,25187,27664,17242,14374,14854,28392,22196,22949
"Shom_DM18D10_00340",9932,11811,11323,6186,5931,6475,8908,8525,10723
"Shom_DM18D10_00341",8223,10647,9757,4284,4616,5787,5747,6317,8559
"Shom_DM18D10_00342",24905,25114,26332,17094,17734,18281,18634,18837,22898
"Shom_DM18D10_00343",9994,10370,9884,6917,7037,7029,7254,8217,9396
"Shom_DM18D10_00344",2808,2377,3077,1452,1678,1621,1508,1895,1804
"Shom_DM18D10_00345",12142,9947,17241,7711,7960,9064,5611,6324,10114
"Shom_DM18D10_00346",13418,10174,20649,7719,8296,9970,6376,8503,12854
"Shom_DM18D10_00347",24285,19651,37379,16272,16423,18852,13802,16216,24104
