"","Shom_PJ_020","Shom_PJ_021","Shom_PJ_022","Shom_PJ_023","Shom_PJ_024","Shom_PJ_025","Shom_PJ_026","Shom_PJ_027","Shom_PJ_028"
"Shom_DM21B05_00354",12317,9633,9160,8487,8075,6127,4261,5666,6342
"Shom_DM21B05_00355",36552,28202,23646,26730,24603,25303,17826,21036,19832
"Shom_DM21B05_00356",14395,10880,9853,10857,9916,10220,8261,10499,7811
"Shom_DM21B05_00357",2437,2216,1918,2237,2117,2139,3142,3725,1715
"Shom_DM21B05_00358",12517,10570,7834,9626,8944,6976,6017,8308,5773
"Shom_DM21B05_00359",16527,12880,9960,13977,12765,11015,15263,20345,8294
"Shom_DM21B05_00360",29243,23536,18375,22928,20680,18279,18885,24855,14437
"Shom_DM21B05_00361",90628,68823,63007,56375,52638,45353,52246,74727,47749
"Shom_DM21B05_00362",2292,1732,1339,2680,2679,1984,2686,4070,1659
"Shom_DM21B05_00363",38260,28496,21473,48226,47781,39344,58582,62023,27414
"Shom_DM21B05_00364",224684,182186,132393,263469,245228,173478,305847,302644,155006
"Shom_DM21B05_00365",55404,45209,43212,38462,35537,32584,31552,37647,30386
"Shom_DM21B05_00366",604,501,413,380,367,353,404,362,285
"Shom_DM21B05_00367",411,355,315,233,230,169,145,162,168
"Shom_DM21B05_00368",302,226,213,234,206,143,162,193,164
"Shom_DM21B05_00369",192,94,105,127,121,86,145,121,81
"Shom_DM21B05_00370",538,379,320,585,565,447,920,850,533
"Shom_DM21B05_00371",11807,8957,5494,19147,19489,7390,20793,26117,23346
"Shom_DM21B05_00372",3757,2876,1533,6675,6576,2230,5501,7985,8189
"Shom_DM21B05_00373",4142,3169,1406,8474,8275,2182,5977,7804,9597
"Shom_DM21B05_00374",5397,4220,1735,10211,9894,2342,6046,7950,11054
"Shom_DM21B05_00375",4700,3912,1501,7564,7458,1970,7186,8813,8604
"Shom_DM21B05_00376",1161,913,915,496,440,434,673,702,503
"Shom_DM21B05_00377",60280,45493,44965,47715,46772,37439,24553,29617,37492
"Shom_DM21B05_00378",33407,26918,26649,28370,28921,20964,12306,15596,22584
"Shom_DM21B05_00379",10913,8883,8781,9903,8850,8450,18626,17043,8345
"Shom_DM21B05_00380",38495,27200,22794,52491,53704,93049,92092,45432,38433
"Shom_DM21B05_00381",73208,54824,59841,37703,37136,24065,24220,19516,22344
"Shom_DM21B05_00382",41297,33450,30036,38169,36218,31206,45085,47449,24182
"Shom_DM21B05_00383",7544,5835,4994,5260,4766,3959,4323,5984,3549
"Shom_DM21B05_00384",28545,22473,20509,18346,17696,14046,10009,13654,13473
"Shom_DM21B05_00385",53678,44736,42971,31359,28980,26162,31192,29990,25055
"Shom_DM21B05_00386",141591,107525,76186,128347,107216,109399,121471,134821,74050
"Shom_DM21B05_00387",80558,56083,48676,54249,52943,56698,27546,31566,37547
"Shom_DM21B05_00388",47836,34681,30146,31537,31014,29941,18654,22381,21218
"Shom_DM21B05_00389",15532,11589,10297,8679,8620,6220,9895,10512,5854
"Shom_DM21B05_00390",7196,5679,4961,4786,4535,3374,5007,5838,3271
"Shom_DM21B05_00391",2563,1938,1763,1740,1632,1221,1673,1927,1128
"Shom_DM21B05_00392",68054,53651,55228,45006,43440,38220,52590,60763,37496
"Shom_DM21B05_00393",1681,1559,1121,1244,1125,836,626,564,988
"Shom_DM21B05_00394",3453,2900,2464,2190,2135,1514,1215,1227,1941
"Shom_DM21B05_00395",5810,4734,4847,3505,3400,2843,3571,3920,3127
"Shom_DM21B05_00396",45495,34782,25775,52767,49369,49390,46153,50408,40920
"Shom_DM21B05_00397",6219,4496,3545,29376,26783,19048,14871,20483,25816
"Shom_DM21B05_00398",16801,13397,13526,22154,23354,15291,23421,41294,17680
"Shom_DM21B05_00399",35035,30749,26104,32040,31928,29638,37783,36095,21030
"Shom_DM21B05_00400",11761,9461,10103,7507,7578,6148,10600,12035,7826
"Shom_DM21B05_00401",7719,6210,6226,5283,5001,4531,3708,4148,4962
"Shom_DM21B05_00402",74443,57485,58415,46789,44134,30319,23502,26679,37230
"Shom_DM21B05_00403",14250,10877,10758,8707,8587,5919,3857,4074,6459
"Shom_DM21B05_00404",11453,8716,8934,7222,7163,4643,2453,2701,5585
"Shom_DM21B05_00405",67009,49344,49670,41125,38478,25927,12982,13773,29728
"Shom_DM21B05_00406",13111,10488,10224,8651,8280,5212,2791,3036,5828
"Shom_DM21B05_00407",16384,11988,12374,10420,9780,6617,4551,4102,7225
"Shom_DM21B05_00408",10302,7217,7298,6271,5896,4253,3821,3320,4351
"Shom_DM21B05_00409",731,625,530,228,282,107,123,147,297
"Shom_DM21B05_00410",730,664,609,292,301,140,248,307,285
"Shom_DM21B05_00411",17542,20243,9137,3901,3793,3104,2862,3090,2457
"Shom_DM21B05_00412",45257,52309,21098,5707,5818,4248,3190,3568,3984
"Shom_DM21B05_00413",18401,14600,15117,13860,14147,10683,6677,12500,30510
"Shom_DM21B05_00414",84368,66369,65326,49123,48413,51012,59970,75262,65624
"Shom_DM21B05_00415",2708,2148,2044,2322,2480,2150,3570,3911,2260
"Shom_DM21B05_00416",1388,1058,1027,1259,1247,1051,1131,1222,1139
"Shom_DM21B05_00417",19360,14850,11981,22167,19954,16215,11783,14247,17706
"Shom_DM21B05_00418",5707,4545,4717,3898,4178,3102,3638,4626,3317
"Shom_DM21B05_00419",4819,3952,3533,5834,5749,5440,11490,15361,5391
"Shom_DM21B05_00420",242341,180487,190307,91374,100382,73267,41696,43005,53783
"Shom_DM21B05_00421",47587,35072,36242,18164,20352,15454,10160,10740,10319
"Shom_DM21B05_00422",150111,114809,118226,64226,68353,49441,26562,32043,38111
"Shom_DM21B05_00423",212536,162176,173548,100338,111450,80572,51496,60668,65091
"Shom_DM21B05_00424",20258,15751,12381,18454,17345,21887,37511,29984,16271
"Shom_DM21B05_00425",25272,21011,16057,23828,21710,24279,30556,28051,19838
"Shom_DM21B05_00426",1445,1122,1102,894,827,710,1120,1391,768
"Shom_DM21B05_00427",4172,3535,3672,4140,4013,3030,2481,2623,2967
"Shom_DM21B05_00428",108992,89108,91995,92860,87842,86374,96307,98919,81469
"Shom_DM21B05_00429",26266,20039,20492,18952,19190,13961,9814,11458,16571
"Shom_DM21B05_00430",9830,7807,7459,7197,7172,5318,3785,4581,6385
"Shom_DM21B05_00431",12509,9571,8776,8882,8779,6695,5557,6242,7881
"Shom_DM21B05_00432",120030,93647,82679,109910,104187,111935,91821,112112,108289
"Shom_DM21B05_00433",25632,20087,17649,22906,22148,20254,12234,17397,22697
"Shom_DM21B05_00434",89840,70476,62198,82926,80227,64171,35411,48779,79517
"Shom_DM21B05_00435",70709,59966,51679,69941,69761,53508,34365,45960,66017
"Shom_DM21B05_00436",35611,30116,28166,35216,34308,30462,28987,36912,34932
"Shom_DM21B05_00437",22491,18374,18271,11975,11003,6882,7768,7342,7197
"Shom_DM21B05_00438",27599,19619,14167,33721,30403,35133,123104,118124,30151
"Shom_DM21B05_00439",296,229,247,227,167,231,455,408,191
"Shom_DM21B05_00440",51340,42566,37991,44846,41333,37285,38771,42022,35652
"Shom_DM21B05_00441",7486,6327,5568,7859,7352,4884,5597,7221,5852
"Shom_DM21B05_00442",24234,21414,17007,24203,24367,16162,12506,16926,18169
"Shom_DM21B05_00443",7921,5857,4560,7840,7161,7764,9994,13733,8238
"Shom_DM21B05_00444",1942,1447,1087,2086,1918,1979,4221,5459,2192
"Shom_DM21B05_00445",135834,104456,96254,86728,81560,80875,89633,92048,80779
"Shom_DM21B05_00446",20535,16702,15298,13181,12249,10794,12308,17066,11264
"Shom_DM21B05_00447",30100,24176,19584,28865,27460,26517,27577,30703,20104
"Shom_DM21B05_00448",10904,9505,10166,10541,11575,11143,21469,26986,15003
"Shom_DM21B05_00449",8364,6723,5872,8091,7543,5964,6473,8639,5588
"Shom_DM21B05_00450",151727,119449,89149,199917,177678,162708,230576,326837,203232
"Shom_DM21B05_00451",2757,2054,1644,1951,1750,1793,2272,2350,1669
"Shom_DM21B05_00452",4905,3971,3948,3513,3624,2901,4287,2928,2033
"Shom_DM21B05_00453",9464,7709,4133,12994,11367,10986,23303,26663,8114
"Shom_DM21B05_00454",1052,850,1160,1083,1129,920,802,654,612
"Shom_DM21B05_00455",2426,2095,1470,2590,2256,1734,2590,3358,1995
"Shom_DM21B05_00456",265,200,161,251,233,187,612,691,205
"Shom_DM21B05_00457",1935,1602,1219,1927,1768,1084,1988,3313,1719
"Shom_DM21B05_00458",3081,2445,2182,3085,2823,1778,2498,4169,2836
"Shom_DM21B05_00459",12985,8036,3890,12759,11216,17784,36046,26042,10712
"Shom_DM21B05_00460",619,540,359,894,722,641,486,846,590
"Shom_DM21B05_00461",14826,10888,7644,19001,16933,12714,9975,15428,13932
"Shom_DM21B05_00462",239,209,191,291,235,261,343,361,186
"Shom_DM21B05_00463",25195,20260,19703,10357,10330,8814,13201,11792,9506
"Shom_DM21B05_00464",30,37,26,30,47,21,36,49,40
"Shom_DM21B05_00465",504,441,500,373,371,190,326,327,291
"Shom_DM21B05_00466",176,143,167,130,144,81,181,178,93
"Shom_DM21B05_00467",2187,1775,1318,2186,2046,2098,1610,1702,1102
"Shom_DM21B05_00468",2492497,1909030,1510162,1971381,1903220,2704280,3653692,2853240,2552135
"Shom_DM21B05_00469",13339,9406,8812,13080,12762,8566,7176,8016,9109
"Shom_DM21B05_00470",62551,46683,43532,70816,69669,42040,28257,35220,48971
"Shom_DM21B05_00471",19666,14314,12675,23031,22824,13436,9845,12594,14995
"Shom_DM21B05_00472",6329,4678,5101,4678,4643,3173,6093,5762,3462
"Shom_DM21B05_00473",9099,6977,6668,5582,5850,4736,5734,5539,4878
"Shom_DM21B05_00474",1000150,754682,545685,228709,208974,282976,232162,249108,237033
"Shom_DM21B05_00475",1143485,884234,571306,160878,142376,193691,104958,116115,173074
"Shom_DM21B05_00476",518148,411399,263642,81810,74714,99255,64011,71778,79706
"Shom_DM21B05_00477",414255,318733,199419,18853,16713,24859,20082,18681,22741
"Shom_DM21B05_00478",2575780,2110153,1478470,89160,80400,108127,138879,123535,104864
"Shom_DM21B05_00479",461610,385867,288283,22752,20266,22093,33447,33912,25320
"Shom_DM21B05_00480",2248,1650,929,2489,2107,2742,5076,4067,1408
"Shom_DM21B05_00481",29221,23734,22249,27673,26461,19752,20563,23454,19848
"Shom_DM21B05_00482",3,2,2,0,0,2,3,0,0
"Shom_DM21B05_00483",24850,19548,16576,16403,15700,14596,14818,15898,11986
"Shom_DM21B05_00484",846,727,565,619,573,472,1054,1157,409
"Shom_DM21B05_00485",61791,48498,44105,48873,46364,46852,50983,51101,34068
"Shom_DM21B05_00487",9971,7539,6935,7684,7477,6912,4788,6496,7038
"Shom_DM21B05_00488",11956,9467,9258,10601,10432,8173,5784,8207,10099
"Shom_DM21B05_00489",6918,5562,5315,6251,6084,5151,4288,6049,6005
"Shom_DM21B05_00490",22199,16425,16873,16579,15870,12399,9842,15246,15073
"Shom_DM21B05_00491",12626,9622,10059,6452,6853,4863,5181,5602,5808
"Shom_DM21B05_00492",9772,7665,7531,6195,5511,4650,4862,6124,5095
"Shom_DM21B05_00493",24257,19623,19014,15315,14325,11364,10280,13561,13558
"Shom_DM21B05_00494",20735,16270,16332,14098,13328,10891,11761,16428,12708
"Shom_DM21B05_00495",66314,46827,42223,52963,51308,40608,28362,34587,35721
"Shom_DM21B05_00496",31840,23750,21384,27730,27057,20646,13114,17367,17822
"Shom_DM21B05_00497",7024,5721,5932,5134,4602,3287,3304,4312,3184
"Shom_DM21B05_00498",28337,22835,22437,22125,20775,14750,11814,15444,14158
"Shom_DM21B05_00499",3403,2525,2405,2136,2197,1779,1398,1636,1690
"Shom_DM21B05_00500",17234,13481,12878,10065,10022,7369,6252,7115,8516
"Shom_DM21B05_00501",62835,48412,44767,34719,33946,28536,34567,33731,29031
"Shom_DM21B05_00502",245267,171423,93157,317639,285991,548502,956702,743511,484756
"Shom_DM21B05_00503",2484,2069,1453,2174,2072,1659,1917,2105,1830
"Shom_DM21B05_00504",4672,3890,3101,3290,3287,2461,1290,1672,3012
"Shom_DM21B05_00505",45679,34034,33489,25915,24084,21706,27683,27198,20179
"Shom_DM21B05_00506",10211,8498,8320,7324,7081,5367,8800,10919,6843
"Shom_DM21B05_00507",24530,19920,18099,17458,16468,11643,13654,12898,9463
"Shom_DM21B05_00508",15055,11287,12060,6689,6926,4731,6272,5855,7089
"Shom_DM21B05_00509",6539,4858,4961,3846,3622,2631,1501,2021,3021
"Shom_DM21B05_00510",9594,7013,7189,6016,5636,3587,1997,2548,4791
"Shom_DM21B05_00511",43675,33700,31922,31746,31906,21661,12291,16905,24384
"Shom_DM21B05_00512",24496,19361,16519,20434,19683,16887,21644,24463,14842
"Shom_DM21B05_00513",24437,18394,11656,27499,25772,32973,50289,41612,15805
"Shom_DM21B05_00514",16198,12709,10350,8808,8345,7532,7651,7746,6729
"Shom_DM21B05_00515",10973,8220,8917,3643,3650,2745,1768,1814,4063
"Shom_DM21B05_00516",32766,26104,26962,18230,18078,14259,11177,14074,17855
"Shom_DM21B05_00517",7474,5693,6046,3742,3594,3028,2725,3407,3776
"Shom_DM21B05_00518",70494,64188,67112,38461,41301,65743,101551,144862,88242
"Shom_DM21B05_00519",7573,7243,8284,6072,6842,10505,15951,25846,12048
"Shom_DM21B05_00520",6891,6233,6878,5557,5577,8814,11829,20345,9514
"Shom_DM21B05_00521",4389,4222,4487,4235,4364,6964,11470,18872,7247
"Shom_DM21B05_00522",40517,31100,46856,16993,17761,16299,18896,25841,22615
"Shom_DM21B05_00523",121279,91701,133405,60657,64780,59159,50491,76441,69018
"Shom_DM21B05_00524",5100,3980,5421,2969,2802,2787,3403,5481,3040
"Shom_DM21B05_00525",13391,10613,12146,5571,5688,5089,6805,8100,7987
"Shom_DM21B05_00526",7861,6124,7476,3434,3382,3028,4460,4913,4673
"Shom_DM21B05_00527",74855,60488,56158,31246,31015,24368,30917,30945,30837
"Shom_DM21B05_00528",15754,12593,8088,20640,18243,21773,22126,23854,15031
"Shom_DM21B05_00529",10796,7743,7813,5137,5282,3173,3044,3652,4665
"Shom_DM21B05_00530",17448,12560,11176,28666,26330,16675,19869,21830,18345
"Shom_DM21B05_00531",24565,20018,19072,23288,23792,15920,15456,22891,19425
"Shom_DM21B05_00532",13965,11070,11010,13165,13025,9370,8013,13487,11060
"Shom_DM21B05_00533",23495,18017,20383,18486,20411,11605,12579,11971,11806
"Shom_DM21B05_00534",24344,19275,20980,19563,21933,12281,14549,13978,13794
"Shom_DM21B05_00535",10069,8023,8934,6154,5825,4285,5954,6747,5414
"Shom_DM21B05_00536",201345,150608,143818,132703,132111,88986,113143,97569,85516
"Shom_DM21B05_00537",6144,4491,4777,3913,3955,2998,3045,3384,3422
"Shom_DM21B05_00538",6321,4716,4665,4214,3924,3175,3018,3651,3710
"Shom_DM21B05_00539",1755,1383,1243,1118,1099,837,629,872,1010
"Shom_DM21B05_00540",3204,2375,2408,2079,2141,1531,761,894,1754
"Shom_DM21B05_00541",7354,5608,5308,4845,4514,3321,2597,2869,3814
"Shom_DM21B05_00542",2926,2388,2257,1813,1724,1402,1376,1402,1466
"Shom_DM21B05_00543",26744,17023,25590,1829,2169,2826,1985,2253,3863
"Shom_DM21B05_00544",14335,8813,13678,1014,1128,1436,1203,1408,2081
"Shom_DM21B05_00545",14871,9483,15573,1132,1351,1583,1607,1833,2408
"Shom_DM21B05_00546",3491,2759,3462,1016,1091,611,966,1211,1074
"Shom_DM21B05_00547",52123,44078,34046,59115,49899,48788,54181,57249,38578
"Shom_DM21B05_00548",31125,24992,17979,42207,36275,33241,37164,43676,31342
"Shom_DM21B05_00549",71602,57252,52349,60982,59340,43830,57677,59742,50082
"Shom_DM21B05_00550",275146,181877,137162,24504,22606,21306,13558,12368,18926
"Shom_DM21B05_00551",63564,41715,32576,5935,5448,3961,2962,2894,4067
"Shom_DM21B05_00552",95245,64765,54806,9496,8710,6411,4927,4979,6615
"Shom_DM21B05_00553",4141,3164,2865,3369,3391,3885,4933,4240,2385
"Shom_DM21B05_00554",52475,42287,41922,50582,49138,42735,33412,42230,40438
"Shom_DM21B05_00555",5567,4278,4054,4126,3884,3243,3766,3549,2650
"Shom_DM21B05_00556",1111,1028,783,489,454,157,228,233,129
"Shom_DM21B05_00557",6510,4773,4062,7126,6148,5156,3167,3883,4876
"Shom_DM21B05_00558",1054,824,772,724,652,589,399,450,523
"Shom_DM21B05_00559",4709,3698,3416,2885,2858,2466,3252,3552,2560
"Shom_DM21B05_00560",144859,114080,109337,71654,69746,62790,83147,88546,77526
"Shom_DM21B05_00561",11863,9246,8865,6268,6577,4013,3616,3449,3912
"Shom_DM21B05_00562",8259,6117,6060,4926,5016,2870,2271,2344,2804
"Shom_DM21B05_00563",63176,47243,40307,19536,19983,13488,8692,9782,14850
"Shom_DM21B05_00564",145783,109166,56463,138690,119104,153827,163839,191172,92382
"Shom_DM21B05_00565",4862,3637,2073,5438,4806,5627,8370,9275,3891
"Shom_DM21B05_00566",2889,2239,1815,3436,3334,3611,5933,5546,3054
"Shom_DM21B05_00567",7759,6197,4640,8994,7975,6625,10275,13164,6085
"Shom_DM21B05_00568",30902,23867,17225,29842,25213,27485,37898,43673,21056
"Shom_DM21B05_00569",10443,8030,7419,7159,7188,5726,7920,9047,5872
"Shom_DM21B05_00570",2055,1509,1269,2242,2038,1493,1885,2373,1491
"Shom_DM21B05_00571",4565,3354,3333,3707,3584,3062,3099,3679,3047
"Shom_DM21B05_00572",26565,21017,18286,20979,19478,19572,15070,17056,15547
"Shom_DM21B05_00573",20600,16093,13181,17375,15700,16491,12652,14826,11939
"Shom_DM21B05_00574",9267,7596,6010,8349,7546,7931,7297,7854,5361
"Shom_DM21B05_00575",825,629,582,914,885,628,504,671,766
"Shom_DM21B05_00576",23081,17476,16519,13133,13365,9385,13145,12480,10833
"Shom_DM21B05_00577",26443,20649,20044,15861,16827,13140,17675,17214,13778
"Shom_DM21B05_00578",9139,7070,7154,8327,9113,4226,7092,5660,4601
"Shom_DM21B05_00579",15930,12748,10797,12254,11099,8964,8797,11368,8753
"Shom_DM21B05_00580",3699,3140,2528,3488,3217,2731,3356,3757,2322
"Shom_DM21B05_00581",16639,11733,12355,12285,10870,8691,5226,5224,11248
"Shom_DM21B05_00582",142038,109782,106749,58690,54572,50172,33133,33018,60182
"Shom_DM21B05_00583",76627,60820,56892,32567,30981,29221,21233,19951,33339
"Shom_DM21B05_00584",7511,5845,5898,5475,5308,3523,3014,3663,3842
"Shom_DM21B05_00585",8241,6318,5992,5874,5410,4048,2793,3687,4563
"Shom_DM21B05_00586",7879,6142,6165,5634,5191,4496,5043,6547,4641
"Shom_DM21B05_00587",7797,5917,5684,5437,5029,4510,4177,5372,4903
"Shom_DM21B05_00588",4721,3925,4166,3784,3559,3236,2686,3639,3282
"Shom_DM21B05_00589",11522,9072,8284,9492,8803,7221,10155,11874,8076
"Shom_DM21B05_00590",47329,36426,38997,26060,25502,20271,33474,31980,31075
"Shom_DM21B05_00591",17002,13367,11018,9502,9013,7321,11353,14483,6545
"Shom_DM21B05_00592",18623,15613,12097,11924,11566,8978,10486,15410,8135
"Shom_DM21B05_00593",3721,3149,3353,3118,3555,3382,6521,13540,5153
"Shom_DM21B05_00594",4529,3529,3816,2874,2833,2377,3620,3666,2669
"Shom_DM21B05_00595",19511,16044,21027,12907,12993,13245,17544,15913,17738
"Shom_DM21B05_00596",51003,38445,38244,25806,25288,22177,22135,24715,24103
"Shom_DM21B05_00597",26054,19823,19906,14046,13479,10891,9620,10887,11452
"Shom_DM21B05_00598",25695,20492,20534,14658,13853,11534,17960,19558,11691
"Shom_DM21B05_00599",14367,10424,9862,11904,12507,7290,11232,10068,7185
"Shom_DM21B05_00600",9074,6603,6124,7120,7721,4094,4301,4360,4100
"Shom_DM21B05_00601",26836,20488,18312,14683,13983,10826,12373,12151,10790
"Shom_DM21B05_00602",35176,29128,26009,26366,26930,21098,35695,44008,18962
"Shom_DM21B05_00603",13500,10576,10076,8167,8132,6340,7200,7341,6224
"Shom_DM21B05_00604",528,436,409,495,582,266,486,504,341
"Shom_DM21B05_00605",6822,5623,5014,4835,4528,3712,5549,6328,3841
"Shom_DM21B05_00606",37703,29131,27508,32637,31975,19847,18887,25749,24221
"Shom_DM21B05_00607",3934,3033,2746,4004,3764,1960,1503,2099,3110
"Shom_DM21B05_00608",1914,1469,1405,1956,1923,1046,972,1357,1645
"Shom_DM21B05_00609",4867,3464,3220,4572,4418,2205,1571,2188,3651
"Shom_DM21B05_00610",9249,6932,6512,9157,8788,4794,4813,6125,7887
"Shom_DM21B05_00611",2337,1612,1571,2434,2311,1176,1264,1694,2148
"Shom_DM21B05_00612",2143,1459,1398,2389,2190,1111,1243,1721,2040
"Shom_DM21B05_00613",14670,10810,10552,16792,15678,8302,7322,10578,14874
"Shom_DM21B05_00614",6545,5032,5479,6733,6405,4859,3715,5830,6382
"Shom_DM21B05_00615",1345,1037,688,1110,1031,1182,1161,1067,820
"Shom_DM21B05_00616",913,677,478,775,715,792,863,744,580
"Shom_DM21B05_00617",3068,2345,2962,1278,1465,844,1032,952,1059
"Shom_DM21B05_00618",896,745,560,681,678,359,471,1037,625
"Shom_DM21B05_00619",32629,26532,22283,27466,26438,24941,47461,38773,23079
"Shom_DM21B05_00620",18023,11883,4529,26479,24707,19380,37944,32684,13320
"Shom_DM21B05_00621",3780,2863,2824,2130,2125,1531,1808,1930,1880
"Shom_DM21B05_00622",458422,295764,128748,303739,270107,406295,271650,249713,136392
"Shom_DM21B05_00623",15764,12550,13801,9854,9895,7532,9218,9512,8669
"Shom_DM21B05_00624",5265,3995,4318,3539,3403,2458,4186,4403,2965
"Shom_DM21B05_00625",5849,4526,5222,3973,3799,2550,4212,3916,3090
"Shom_DM21B05_00626",22253,18223,18356,11651,10913,10357,14075,13386,10498
"Shom_DM21B05_00627",2274,1943,1799,1468,1427,1147,1556,1792,1406
"Shom_DM21B05_00628",2679,2089,2018,1624,1635,1107,937,1273,1385
"Shom_DM21B05_00629",1458,1099,1195,1039,1116,650,470,863,949
"Shom_DM21B05_00630",47947,35789,37614,30417,31123,23665,23532,26524,26020
"Shom_DM21B05_00631",11026,8349,8260,6547,6594,5543,4886,5666,6358
"Shom_DM21B05_00632",6802,6157,5296,4707,4746,4751,5058,4461,2922
"Shom_DM21B05_00633",377,332,240,304,271,260,393,377,258
"Shom_DM21B05_00634",8273,5703,4153,6036,5597,7531,11597,10699,5570
"Shom_DM21B05_00635",61972,44516,30869,50605,44853,53967,60659,63036,39826
"Shom_DM21B05_00636",39446,29449,18658,31682,29242,33282,29850,33181,23870
"Shom_DM21B05_00637",13189,9336,4517,12348,11463,12458,14513,15834,7475
"Shom_DM21B05_00638",114509,81927,36277,168205,166930,210307,418159,314613,131086
"Shom_DM21B05_00639",3311,2789,3053,1944,1826,1763,1895,2100,1714
"Shom_DM21B05_00640",12760,10592,10466,6940,6486,6775,6795,8013,5725
"Shom_DM21B05_00641",472,331,456,235,277,142,366,253,184
"Shom_DM21B05_00642",20885,13500,12455,10515,11206,6059,5464,5560,9784
"Shom_DM21B05_00643",17675,12273,10223,10848,12586,4994,5427,5451,9673
"Shom_DM21B05_00644",18151,12416,10634,10042,10970,5750,5502,5424,9950
"Shom_DM21B05_00645",172304,128751,115021,137551,127194,151438,87905,82549,139055
"Shom_DM21B05_00646",217264,165369,143648,182852,172850,193426,156553,137131,181876
"Shom_DM21B05_00647",64705,50139,49541,37273,34653,34752,45301,60219,38222
"Shom_DM21B05_00648",8926,6598,6717,6115,6428,5230,3906,5702,5923
"Shom_DM21B05_00649",4345,3151,3242,2612,2657,1907,1411,1849,2369
"Shom_DM21B05_00650",28149,22722,16835,23316,20116,17922,32783,36610,21207
"Shom_DM21B05_00651",6022,4431,3512,4237,3914,4770,5140,4833,3284
"Shom_DM21B05_00652",13225,9768,7428,9771,9126,10990,7868,8730,7288
"Shom_DM21B05_00653",31531,24842,18741,26412,24900,26420,17536,18495,19627
"Shom_DM21B05_00654",32132,24178,20226,32668,31472,21895,15217,18699,26805
"Shom_DM21B05_00655",11354,8859,6765,25745,29450,6417,38786,34420,11883
"Shom_DM21B05_00656",1773,1389,1290,1008,991,647,656,850,791
"Shom_DM21B05_00657",3315,2542,2400,1894,1893,1161,1069,1260,1552
"Shom_DM21B05_00658",5794,4296,4273,3742,3712,1936,955,1224,2910
"Shom_DM21B05_00659",794,600,548,549,541,338,270,315,429
"Shom_DM21B05_00660",12012,9766,9143,8428,8369,5179,4284,6544,6816
"Shom_DM21B05_00661",32934,26158,25145,30800,29666,21554,25645,26321,31204
"Shom_DM21B05_00662",18141,15397,14451,20969,19812,13699,14845,15861,23568
"Shom_DM21B05_00663",45315,37358,27882,44348,38976,33012,37971,63556,44935
"Shom_DM21B05_00664",43566,36963,27815,46568,40555,35107,43427,79860,45708
"Shom_DM21B05_00665",3694,2623,2847,3672,3626,2277,2103,2987,3088
"Shom_DM21B05_00666",10617,8304,8872,11317,11605,7438,4800,7629,9727
"Shom_DM21B05_00667",18883,14708,15717,19734,20829,12443,7892,12265,17000
"Shom_DM21B05_00668",12370,9777,8416,15094,13700,11739,13939,14103,9873
"Shom_DM21B05_00669",1453152,1034099,784336,4404882,4179782,3069281,2641518,1932864,3162698
"Shom_DM21B05_00670",27100,20982,20526,16983,15962,15822,15058,18948,15893
"Shom_DM21B05_00671",16665,13873,13192,12028,11876,11443,16756,20527,11062
"Shom_DM21B05_00672",1325,1049,1269,1031,973,896,1565,1538,1020
"Shom_DM21B05_00673",3914,3026,3212,1501,1586,1144,1407,1475,1569
"Shom_DM21B05_00674",9461,6911,7856,3295,3618,2677,2521,2498,3571
"Shom_DM21B05_00675",6313,5032,4572,4855,4692,3836,5000,6521,3266
"Shom_DM21B05_00676",250,202,164,267,268,204,483,490,488
"Shom_DM21B05_00677",1807,1519,1262,1368,1236,1170,1319,1192,1233
"Shom_DM21B05_00678",12448,9860,9762,8416,8476,6563,8150,8500,6857
"Shom_DM21B05_00679",17777,14566,13219,13359,13560,11810,13988,14891,10837
"Shom_DM21B05_00680",12864,10210,7390,13894,13442,15430,21865,20501,9424
"Shom_DM21B05_00681",23,26,28,36,42,23,71,72,17
"Shom_DM21B05_00682",2456,2104,1629,1657,1459,1513,2431,2639,1212
"Shom_DM21B05_00683",1727,1460,1195,1179,1123,1224,1152,1380,1046
"Shom_DM21B05_00684",2441,2340,1986,1677,1713,1345,872,1376,1912
"Shom_DM21B05_00685",632,483,379,574,545,592,844,721,385
"Shom_DM21B05_00686",76,51,47,61,57,53,90,93,49
"Shom_DM21B05_00687",1333,911,789,943,951,1022,1180,1106,815
"Shom_DM21B05_00688",373,256,231,300,302,333,314,310,244
"Shom_DM21B05_00689",912,672,561,732,676,661,472,576,596
"Shom_DM21B05_00690",416,320,279,348,333,298,206,271,296
"Shom_DM21B05_00691",341,260,245,272,296,222,191,264,253
"Shom_DM21B05_00692",19,14,13,22,13,16,25,30,11
"Shom_DM21B05_00693",18,11,11,25,26,16,18,29,31
"Shom_DM21B05_00694",14,10,4,16,19,14,20,24,21
"Shom_DM21B05_00695",19,20,7,25,29,26,26,38,25
"Shom_DM21B05_00696",34,29,29,49,53,39,65,69,39
"Shom_DM21B05_00697",36,24,23,26,31,38,41,43,33
"Shom_DM21B05_00698",1481,1335,1176,1077,1060,989,1983,1707,987
"Shom_DM21B05_00699",533,449,424,474,473,542,797,603,388
"Shom_DM21B05_00700",6458,4993,4668,6025,6137,6130,4734,5770,5706
"Shom_DM21B05_00701",14131,11360,8609,15377,14104,8755,25865,29941,16405
"Shom_DM21B05_00702",1243,939,805,1146,1109,712,371,485,811
"Shom_DM21B05_00703",412,343,284,447,429,273,193,230,297
