"","Shom_PJ_020","Shom_PJ_021","Shom_PJ_022","Shom_PJ_023","Shom_PJ_024","Shom_PJ_025","Shom_PJ_026","Shom_PJ_027","Shom_PJ_028"
"Shom_DM21B05_01428",22591,17724,18437,13304,14196,10540,11811,11316,8860
"Shom_DM21B05_01429",9510,7356,7462,6187,6236,4442,4278,4311,3703
"Shom_DM21B05_01430",433,301,302,198,216,131,171,148,93
"Shom_DM21B05_01431",18554,13481,14930,13574,14585,9156,8837,8107,8414
"Shom_DM21B05_01432",13082,9586,10296,8845,9700,6202,7043,6144,5623
"Shom_DM21B05_01433",11476,8662,8489,6584,5793,5895,6428,5486,4292
"Shom_DM21B05_01434",391,290,264,377,353,223,309,334,259
"Shom_DM21B05_01435",30689,23390,24229,25605,26625,18230,13608,14107,16049
"Shom_DM21B05_01436",10193,7727,7350,4546,4530,4517,2258,2986,5781
"Shom_DM21B05_01437",161,130,214,232,249,300,616,761,478
"Shom_DM21B05_01438",593,529,547,1021,856,851,1533,2049,920
"Shom_DM21B05_01439",1482,1258,1221,1596,1516,1488,2301,2568,1524
"Shom_DM21B05_01440",669,694,888,476,561,836,1716,4597,2080
"Shom_DM21B05_01441",62,66,91,48,56,86,295,667,223
"Shom_DM21B05_01442",3131,2477,2040,3406,3037,2315,5141,6374,2836
"Shom_DM21B05_01443",63602,50071,43214,44231,41437,36003,32433,38670,32472
"Shom_DM21B05_01444",597850,505562,480256,278946,232521,255459,109429,95218,202606
"Shom_DM21B05_01445",5734,4237,3886,4513,4570,2947,1890,2535,3342
"Shom_DM21B05_01446",49663,38858,29630,58933,54772,62240,58881,73354,52655
"Shom_DM21B05_01447",14350,11023,10820,11159,10256,8163,8431,9972,8236
"Shom_DM21B05_01448",7435,5723,5026,5759,5470,4289,4661,5858,3929
"Shom_DM21B05_01449",15867,10622,8467,46580,39635,24169,9720,5410,4502
"Shom_DM21B05_01450",7096,4632,3801,19445,16474,10752,6498,3647,2032
"Shom_DM21B05_01451",3770,2922,2752,2493,2348,1670,2151,3853,2310
"Shom_DM21B05_01452",2832,2307,2021,2371,2273,1806,1596,2059,1571
"Shom_DM21B05_01453",22641,17061,15367,17349,17342,12707,9414,11177,12171
"Shom_DM21B05_01454",19793,14690,13214,14357,13648,10355,6689,6402,10020
"Shom_DM21B05_01455",1579,1325,1116,1283,1299,951,1304,1750,1124
"Shom_DM21B05_01456",14946,10708,12407,4321,5117,3394,3946,4058,5975
"Shom_DM21B05_01457",38213,27252,31687,11936,13576,8790,10353,10196,14500
"Shom_DM21B05_01458",6007,4779,4704,4159,4237,2913,2553,2574,3327
"Shom_DM21B05_01459",37585,30636,26091,24463,22210,16915,19731,23979,18246
"Shom_DM21B05_01460",5647,4547,4261,3744,3647,3014,3559,4199,3320
"Shom_DM21B05_01461",3861,3261,3214,2672,2418,2057,2493,2903,2442
"Shom_DM21B05_01462",9997,8015,7888,4056,4004,3171,4227,4661,4905
"Shom_DM21B05_01463",11347,8473,9146,4993,4630,4022,6440,6545,5133
"Shom_DM21B05_01464",4409,3539,3209,3592,3269,2572,3975,4190,2438
"Shom_DM21B05_01465",2009,1583,1457,834,760,695,860,970,711
"Shom_DM21B05_01466",17224,13708,13260,6958,6754,6013,6058,6946,5957
"Shom_DM21B05_01467",5350,4270,3973,3841,3813,2713,3736,4227,3043
"Shom_DM21B05_01468",19858,15710,13239,17294,16015,17775,16508,15840,12642
"Shom_DM21B05_01469",61568,50772,49258,42775,41133,32376,30022,30706,31226
"Shom_DM21B05_01470",12242,10007,8648,14947,13368,11697,12932,16669,12365
"Shom_DM21B05_01471",6518,5274,4634,7099,7347,4222,4476,5935,5542
"Shom_DM21B05_01472",69205,47981,22307,59259,52542,72478,59685,62846,37690
"Shom_DM21B05_01473",667,532,311,1090,939,946,460,629,855
"Shom_DM21B05_01474",6394,4663,4588,6030,5726,4251,4710,5228,4132
"Shom_DM21B05_01475",56997,44250,32951,32800,31783,28099,31887,32064,18473
"Shom_DM21B05_01476",5174,4204,4025,4521,4883,3369,3992,4463,3078
"Shom_DM21B05_01477",88549,76863,80938,40230,37858,42109,40560,46736,33265
"Shom_DM21B05_01478",8845,6982,6606,6734,6709,3974,6387,8750,7072
"Shom_DM21B05_01479",2081,1847,1752,1387,1407,810,1710,1724,1319
"Shom_DM21B05_01480",12000,9729,9556,8896,8457,5907,8711,9436,7155
"Shom_DM21B05_01481",1034,883,774,977,832,729,1071,1127,636
"Shom_DM21B05_01482",5180,4428,3572,4549,3945,3135,3477,4743,3507
"Shom_DM21B05_01483",10044,8470,5083,17602,15563,7838,21497,21276,12942
"Shom_DM21B05_01484",39433,31633,28365,25869,26138,18269,24485,21327,17763
"Shom_DM21B05_01485",1678,1337,1002,3093,2830,2143,2043,2301,1800
"Shom_DM21B05_01486",14266,11871,8643,26579,24173,21496,18961,19933,15109
"Shom_DM21B05_01487",7267,5791,5654,22942,23273,12812,15766,19661,15939
"Shom_DM21B05_01488",33272,25473,22758,48580,48832,28039,26558,30529,32126
"Shom_DM21B05_01489",89618,65888,70338,73461,69218,44893,22962,25708,46306
"Shom_DM21B05_01490",12903,9311,9784,10409,9359,6235,3860,3790,5701
"Shom_DM21B05_01491",2161,1812,1791,1559,1553,1077,686,941,1280
"Shom_DM21B05_01492",11381,8514,8410,8158,7435,6003,5616,6824,5828
"Shom_DM21B05_01493",19323,14897,14375,14178,13489,11452,10306,11594,10341
"Shom_DM21B05_01494",87777,67644,48769,77387,73733,92984,128130,126182,68914
"Shom_DM21B05_01495",1439,1085,1143,963,899,653,774,1118,666
"Shom_DM21B05_01496",439,378,379,256,300,191,261,364,194
"Shom_DM21B05_01497",4218,3158,2498,4200,4073,3302,3362,5301,4185
"Shom_DM21B05_01498",18953,14097,13540,12358,11499,9020,5500,6195,8805
"Shom_DM21B05_01499",26073,19628,19102,17917,17216,13560,10949,10559,12914
"Shom_DM21B05_01500",79548,58659,63888,52727,49512,51183,32271,40554,67737
"Shom_DM21B05_01501",1823,1452,1355,1070,1087,771,1031,1061,744
"Shom_DM21B05_01502",1982,1510,1382,1196,1168,785,890,1100,740
"Shom_DM21B05_01503",2349,1988,2026,1606,2005,1112,2635,2267,1192
"Shom_DM21B05_01504",10939,9067,8897,8406,9224,7038,8836,9804,6377
"Shom_DM21B05_01505",5088,4084,4544,3268,3031,2553,1806,2033,3075
"Shom_DM21B05_01506",7688,6297,7200,5044,4991,4244,4212,5290,6552
"Shom_DM21B05_01507",20927,16969,17660,14206,14061,12835,11471,13982,16777
"Shom_DM21B05_01508",9816,7795,6870,7653,7069,6143,6426,6433,5690
"Shom_DM21B05_01509",5777,4433,3822,4244,4000,3425,3210,4203,3252
"Shom_DM21B05_01510",3780,2761,2078,2762,2591,1661,1410,1603,1703
"Shom_DM21B05_01511",2895,1955,1183,1992,1946,668,485,516,849
"Shom_DM21B05_01512",4699,3619,3256,3664,3378,3023,2548,2701,2568
"Shom_DM21B05_01513",1292,1011,907,932,927,841,644,703,778
"Shom_DM21B05_01514",5481,4485,4568,3019,3404,2260,2649,2761,2785
"Shom_DM21B05_01515",12688,9490,8743,9256,9187,8184,4964,5959,7097
"Shom_DM21B05_01516",6007,4710,4168,4500,4541,3982,2433,2851,3535
"Shom_DM21B05_01517",5018,3658,3297,4070,3810,3862,3121,3660,3125
"Shom_DM21B05_01518",2518,1724,1496,1827,1804,1714,1432,1687,1395
"Shom_DM21B05_01519",12585,9240,7953,8928,8234,8323,5633,6550,7030
"Shom_DM21B05_01520",16218,12274,10259,10887,10317,10690,10943,11997,8686
"Shom_DM21B05_01521",17130,14085,13315,13766,12376,14352,16010,13749,9618
"Shom_DM21B05_01522",10421,7805,8622,4707,5298,2655,3946,3544,4118
"Shom_DM21B05_01523",5974,4312,4826,2449,2775,1517,1641,1479,2150
"Shom_DM21B05_01524",8215,6902,6237,7935,7349,6197,7123,8542,7006
"Shom_DM21B05_01525",137,124,107,117,118,67,76,104,68
"Shom_DM21B05_01526",54263,42686,44390,32507,31607,26467,32643,32294,29114
"Shom_DM21B05_01527",45257,33355,34290,35009,35181,26077,20483,20900,23268
"Shom_DM21B05_01528",2367,1929,1795,1363,1156,983,1795,1898,951
"Shom_DM21B05_01529",1869,1477,1332,1268,1201,985,1190,1249,866
"Shom_DM21B05_01530",8641,7137,6664,5275,5124,3628,5177,6243,5212
"Shom_DM21B05_01531",27105,18843,11341,33701,31471,38748,46934,46359,24358
"Shom_DM21B05_01532",11261,8109,7154,7217,6923,6552,5385,6654,5149
"Shom_DM21B05_01533",20520,16563,17631,11553,11885,9237,8282,10237,13437
"Shom_DM21B05_01534",38917,31093,48934,30946,32470,35243,38269,28276,40900
"Shom_DM21B05_01535",22971,17402,10517,23778,21577,31136,39360,28758,17782
"Shom_DM21B05_01536",183795,123738,96411,130180,137193,45439,36906,35913,88555
"Shom_DM21B05_01537",109675,69721,50282,87660,95183,24028,33055,30093,50094
"Shom_DM21B05_01538",202014,132084,84088,172662,188682,41001,45249,42292,89281
"Shom_DM21B05_01539",107839,68326,43989,83107,86884,18992,19517,17494,40922
"Shom_DM21B05_01540",239053,153064,106756,179310,188666,47180,49022,43677,96357
"Shom_DM21B05_01541",89031,55140,40136,68375,69675,15734,16446,16437,39881
"Shom_DM21B05_01542",182911,116923,92721,141077,145735,36695,24231,23928,89825
"Shom_DM21B05_01543",218181,143547,118972,165697,169938,45551,37664,37990,107241
"Shom_DM21B05_01544",165197,110775,97952,122829,124446,38896,26331,25635,80729
"Shom_DM21B05_01545",102499,71342,59624,72107,76980,24773,17541,16749,50371
"Shom_DM21B05_01546",119425,82762,71929,82994,87571,28152,22194,21326,60424
"Shom_DM21B05_01547",155154,108257,91722,106382,105617,35444,25054,23984,74750
"Shom_DM21B05_01548",154725,108023,93624,103984,106661,36849,23249,22455,74298
"Shom_DM21B05_01549",166493,114266,99327,114739,112950,39849,29394,26787,81445
"Shom_DM21B05_01550",84288,57171,51103,55523,53620,18920,11581,10837,39705
"Shom_DM21B05_01551",106238,74137,64085,70521,70830,25440,18682,17182,51528
"Shom_DM21B05_01552",211148,151175,123500,134917,138523,47847,39352,35385,97646
"Shom_DM21B05_01553",82528,58139,48976,57348,57314,18822,19581,16726,39300
"Shom_DM21B05_01554",173984,123264,99873,112444,115631,34389,25841,22711,73420
"Shom_DM21B05_01555",64497,44960,35222,39876,41312,15164,11933,10049,28068
"Shom_DM21B05_01556",75154,54457,48145,51790,53595,22188,18845,15455,35413
"Shom_DM21B05_01557",406407,286640,245534,268350,258334,141277,83504,82778,196818
"Shom_DM21B05_01558",367478,269742,238300,223960,226051,138728,63615,62472,185857
"Shom_DM21B05_01559",77920,56375,49820,47514,45167,28790,18433,17802,37424
"Shom_DM21B05_01560",40987,30536,27113,25994,25592,15570,10702,10589,20912
"Shom_DM21B05_01561",285825,203934,183931,163825,162122,103519,53094,55836,136076
"Shom_DM21B05_01562",284862,204034,183919,162042,158222,99953,50778,52143,134117
"Shom_DM21B05_01563",262325,186805,169070,146382,147586,97020,66134,63198,125034
"Shom_DM21B05_01564",86581,63262,60275,45469,45503,26869,20540,19362,44747
"Shom_DM21B05_01565",11808,9110,9266,8509,8846,5778,6577,7413,6950
"Shom_DM21B05_01566",8755,6627,7012,6362,6573,4290,4114,4975,5165
"Shom_DM21B05_01567",8417,6444,6492,6237,6595,3610,2706,3383,4745
"Shom_DM21B05_01568",6073,4710,4623,4925,5030,2478,2133,2359,3477
"Shom_DM21B05_01569",175103,122305,96974,105820,111224,35975,34431,26759,80683
"Shom_DM21B05_01570",124596,90441,74848,71869,74121,30436,32546,25135,58042
"Shom_DM21B05_01571",8537,6220,4478,7665,6691,6942,6743,7127,5097
"Shom_DM21B05_01572",4869,3975,3769,2964,3046,3122,4590,5203,3053
"Shom_DM21B05_01573",7500,6264,3051,12968,13131,49252,22071,25601,26348
"Shom_DM21B05_01574",22313,18128,8904,39013,38426,141103,42335,51484,81615
"Shom_DM21B05_01575",54250,45359,21979,95575,93724,323636,75566,98600,203909
"Shom_DM21B05_01576",31328,25756,12798,56375,56479,202068,54712,63205,126424
"Shom_DM21B05_01577",11085,8938,4464,21929,21575,73192,23454,22824,46453
"Shom_DM21B05_01578",96782,79367,39216,188896,188199,645176,168698,162801,431590
"Shom_DM21B05_01579",64205,51469,26311,133375,135642,476983,224606,170378,288629
"Shom_DM21B05_01580",10160,7430,7124,9169,9386,5160,3746,6567,6936
"Shom_DM21B05_01581",16058,10566,6626,20886,18721,17563,15702,16304,12003
"Shom_DM21B05_01582",35835,23597,13851,38926,34851,40976,35989,37170,28867
"Shom_DM21B05_01583",21314,15931,13428,31202,24489,24558,13987,19743,24459
"Shom_DM21B05_01584",446272,327309,193824,532730,467043,735831,1206221,1041450,503723
"Shom_DM21B05_01585",298008,206313,120978,336309,291869,462956,687553,572342,357717
"Shom_DM21B05_01586",699357,509803,336729,882092,749355,1109336,1920455,1636060,829621
"Shom_DM21B05_01587",71407,57116,51105,37729,35079,27833,16593,21267,22107
"Shom_DM21B05_01588",12926,10771,12240,8606,8682,6422,5428,5746,5795
"Shom_DM21B05_01589",11661,9257,9886,7147,7494,5332,6222,6326,4713
"Shom_DM21B05_01590",1786,1991,2895,2839,4173,7557,19662,65864,19657
"Shom_DM21B05_01591",1429,1337,1834,1164,1502,2314,3657,9091,6120
"Shom_DM21B05_01592",1189,1044,1342,967,1217,1704,4622,10092,4227
"Shom_DM21B05_01593",23906,17722,13574,4395,4747,3936,2158,1966,3414
"Shom_DM21B05_01594",10568,8251,7641,10653,9425,8222,9176,10726,5654
"Shom_DM21B05_01595",11924,9353,8041,9897,9263,6151,4624,5782,5982
"Shom_DM21B05_01596",40617,32611,28673,29675,29214,21827,15201,18127,18973
"Shom_DM21B05_01597",18075,14700,13409,12670,12423,8614,8920,9435,8234
"Shom_DM21B05_01598",8202,6086,5431,6029,5691,4055,4023,4866,4748
"Shom_DM21B05_01599",1344,957,815,1393,1210,1031,1089,1318,860
"Shom_DM21B05_01600",18571,13460,10288,21683,20300,14390,9396,10445,15598
"Shom_DM21B05_01610",16148,13309,12500,15010,13772,12016,14114,14990,9909
"Shom_DM21B05_01611",37347,27846,26439,28160,25955,22540,19794,21242,17851
"Shom_DM21B05_01612",48780,36945,35355,36677,35475,33254,38144,36246,24627
"Shom_DM21B05_01613",149443,103211,106758,247345,208765,289431,190628,200293,220799
"Shom_DM21B05_01614",10586,8278,5936,14399,12681,13713,13025,14652,13193
"Shom_DM21B05_01615",23828,18943,15110,25584,23213,23403,28858,31496,20087
"Shom_DM21B05_01616",41404,30386,26689,15919,15270,8931,10867,13387,10364
"Shom_DM21B05_01617",16471,12753,13807,7326,7169,6215,8108,8235,5792
"Shom_DM21B05_01618",709,486,464,1592,1743,1682,1903,2195,2020
"Shom_DM21B05_01619",321,239,233,962,1022,998,935,1038,1357
"Shom_DM21B05_01620",94660,70532,32720,141197,126389,170455,231660,234164,95805
"Shom_DM21B05_01621",23054,18469,18891,8466,8632,6254,8078,7338,6188
"Shom_DM21B05_01622",35587,28708,28072,24622,23498,21037,23089,21672,18170
"Shom_DM21B05_01623",32509,24159,12273,42177,36132,53411,60267,65714,29461
"Shom_DM21B05_01624",60524,43131,21037,77257,69532,93745,145287,125875,56363
"Shom_DM21B05_01625",69712,54061,47929,27801,24640,26383,31887,34410,22923
"Shom_DM21B05_01626",18435,13311,8222,19273,18471,10703,7927,8355,8499
"Shom_DM21B05_01627",58169,41626,23951,62579,58719,43620,31103,33552,32742
"Shom_DM21B05_01628",74653,54757,35380,74104,70213,81967,71389,63554,49871
"Shom_DM21B05_01629",33633,25519,17600,33023,30169,38744,42009,35033,24693
"Shom_DM21B05_01630",13154,10319,9957,7674,7433,5549,11289,13089,6698
"Shom_DM21B05_01631",13263,11114,9271,15251,15184,10760,9658,13024,10503
"Shom_DM21B05_01632",15650,13094,10925,18112,17986,13051,18620,22864,13280
"Shom_DM21B05_01633",16252,13784,12811,12682,13115,10448,21615,21972,10130
"Shom_DM21B05_01634",10334,7448,7119,4101,4061,2904,1640,1663,3207
"Shom_DM21B05_01635",8374,6631,6336,6065,5674,4725,6705,6440,5193
"Shom_DM21B05_01636",25725,20030,20030,10720,11170,9385,12577,11399,10898
"Shom_DM21B05_01637",111557,86643,98947,38212,39274,33093,34290,29525,50039
"Shom_DM21B05_01638",8222,6508,6310,4181,4034,3948,5314,4873,4424
"Shom_DM21B05_01639",52541,38841,45761,21746,20668,19833,15862,16920,24431
"Shom_DM21B05_01640",45921,34948,35710,26624,26556,21397,11699,14664,26138
"Shom_DM21B05_01641",15582,12018,12862,10896,10918,8668,9976,10561,10134
"Shom_DM21B05_01642",84044,68985,52837,86990,80123,63424,95806,169184,87668
"Shom_DM21B05_01643",68417,53209,55326,34637,36911,24009,17887,20844,33012
"Shom_DM21B05_01644",204224,160576,161441,89501,89669,70375,101944,82647,104231
"Shom_DM21B05_01645",7211,5363,5745,4364,4636,3595,3771,3962,5231
"Shom_DM21B05_01646",29930,22141,24267,17544,19008,13551,8135,9395,20300
"Shom_DM21B05_01647",33490,24736,27409,19595,20594,13393,9189,9147,20875
"Shom_DM21B05_01648",11330,7575,8224,8454,8637,5613,3372,3439,8246
"Shom_DM21B05_01649",5823,4127,4583,4044,4257,2944,2016,2122,4062
"Shom_DM21B05_01650",16500,12126,12405,20136,18846,14444,9324,12790,17746
"Shom_DM21B05_01651",73417,56348,56730,91834,87147,69205,39298,53825,84198
"Shom_DM21B05_01652",39334,28912,29355,47744,44893,36643,20693,27466,42517
"Shom_DM21B05_01653",75218,55979,56538,84785,80479,61934,33116,42877,80773
"Shom_DM21B05_01654",169337,139293,139781,110309,99251,76931,58720,60091,102612
"Shom_DM21B05_01655",293341,227838,233019,189992,176102,147243,116809,123776,180091
"Shom_DM21B05_01656",51858,40638,41502,36249,32974,25481,19777,19159,32919
"Shom_DM21B05_01657",158189,119600,119243,102280,96538,70693,37788,40732,89162
"Shom_DM21B05_01658",117621,88943,88742,76077,70155,48745,24623,26413,64608
"Shom_DM21B05_01659",425899,327994,330308,275003,258482,183155,84929,87477,245411
"Shom_DM21B05_01660",313681,235757,227248,199351,189720,128596,64090,67339,168154
"Shom_DM21B05_01661",445405,331673,322132,278186,262321,200768,124883,123065,242210
"Shom_DM21B05_01662",112169,84119,84302,70101,68169,54400,34899,33057,62019
"Shom_DM21B05_01663",3393,2763,2529,2368,2320,2053,2139,3026,2332
"Shom_DM21B05_01664",50841,40622,39978,34505,35165,30456,24147,32985,32312
"Shom_DM21B05_01665",18630,14569,14185,12621,12538,11919,15841,17885,11456
"Shom_DM21B05_01666",1144,972,897,969,945,780,900,1060,672
"Shom_DM21B05_01667",882,720,578,1100,1284,683,891,1337,830
"Shom_DM21B05_01668",2944,1972,2445,2183,2242,1447,1153,2181,1763
"Shom_DM21B05_01669",4401,3392,3193,3924,3780,3542,1332,58806,2875
"Shom_DM21B05_01670",2960,2327,2118,2824,2586,2504,1142,44652,1883
"Shom_DM21B05_01671",2467,1901,1636,2130,2012,1958,1204,39563,1506
"Shom_DM21B05_01672",4268,3273,2849,3640,3412,3073,2267,53203,2351
"Shom_DM21B05_01673",83248,61734,62052,50805,51026,30886,42334,59861,27151
"Shom_DM21B05_01674",25118,19972,21463,16449,16126,13218,9248,9453,14514
"Shom_DM21B05_01675",26964,21950,23620,18344,17639,14717,12689,13895,16965
"Shom_DM21B05_01676",3016,2336,2082,2032,2160,1767,2758,2425,1487
"Shom_DM21B05_01677",2760,2177,1887,1767,1874,1384,1979,1836,1214
"Shom_DM21B05_01678",19787,13607,9342,20562,18064,19940,34787,29453,14458
"Shom_DM21B05_01679",14694,11912,11280,10052,9482,6651,9636,9487,7678
"Shom_DM21B05_01680",37888,30002,27081,18836,18822,17456,20236,18087,14142
"Shom_DM21B05_01681",59692,46076,42078,28230,28428,26106,28927,25576,20590
"Shom_DM21B05_01682",91795,67699,71247,34215,39196,28356,34055,24216,34330
"Shom_DM21B05_01683",4826,3949,3297,4178,3880,2676,3186,3723,2948
"Shom_DM21B05_01684",12928,10161,8801,10700,10380,6803,8577,9667,7059
"Shom_DM21B05_01685",2616,2119,1961,2134,1983,1432,1772,1848,1312
"Shom_DM21B05_01686",3417,2781,2707,2610,2570,1932,2048,2224,1894
"Shom_DM21B05_01687",12549,9836,9713,9390,9226,6893,6303,7197,7156
"Shom_DM21B05_01688",9466,7362,7831,8374,7740,7323,10809,9995,6276
"Shom_DM21B05_01689",17966,14902,15373,14828,14956,12501,18339,18134,12111
"Shom_DM21B05_01690",20173,15636,17284,14560,14929,11897,13281,13611,11590
"Shom_DM21B05_01691",36417,30342,24199,38633,36572,33536,48303,55509,30390
"Shom_DM21B05_01692",45593,36288,28765,47214,42495,40932,52213,58038,35517
"Shom_DM21B05_01693",100557,79442,62852,101113,92181,90720,112462,123702,78556
"Shom_DM21B05_01694",35823,29023,25798,27267,25238,24550,25513,25510,20630
"Shom_DM21B05_01695",10382,8132,7324,7404,6743,6472,6264,6486,5547
"Shom_DM21B05_01701",1490,1017,849,1986,1802,832,1619,1818,3181
"Shom_DM21B05_01702",717,493,369,987,1023,394,789,888,1587
"Shom_DM21B05_01703",947,673,541,1734,1573,568,1407,1711,2683
"Shom_DM21B05_01704",566,439,350,1165,1117,442,1045,1173,1838
"Shom_DM21B05_01705",1592,1166,695,4173,3894,1980,6405,5840,7371
"Shom_DM21B05_01706",1108,838,387,3357,3173,1536,4309,4461,6089
"Shom_DM21B05_01707",91,59,27,246,240,105,380,325,372
"Shom_DM21B05_01708",1168,983,447,3887,3915,1403,3350,3176,5536
"Shom_DM21B05_01709",627,536,243,2128,2179,752,2522,2281,2809
"Shom_DM21B05_01710",4659,3731,4062,2146,2400,1877,1744,1871,2471
"Shom_DM21B05_01711",8061,6085,6885,3944,4139,3133,2639,3263,4206
"Shom_DM21B05_01712",3366,2534,2810,1597,1720,1236,1096,1259,1626
"Shom_DM21B05_01713",12954,10086,11748,6078,6447,4937,3714,4068,6437
"Shom_DM21B05_01714",24187,19102,19314,17318,17035,14381,18457,17938,13315
"Shom_DM21B05_01715",6499,5081,5414,3823,4185,3514,5870,5502,3742
"Shom_DM21B05_01716",564,413,445,328,376,315,381,424,336
"Shom_DM21B05_01717",8760,8307,7907,1414,1292,1172,1033,843,881
"Shom_DM21B05_01718",21170,17754,19627,10828,10736,7872,6252,6688,8496
"Shom_DM21B05_01719",15028,12107,12982,7221,7099,5297,4804,4875,5658
"Shom_DM21B05_01720",15495,13163,12958,11776,10645,7393,13121,13380,10029
"Shom_DM21B05_01721",30627,28561,26509,25518,23260,15074,21659,24130,22153
"Shom_DM21B05_01722",14808,14022,9177,14430,12971,8623,21226,21890,11068
"Shom_DM21B05_01723",73948,68027,46831,61987,54921,33776,63804,66294,49113
"Shom_DM21B05_01724",9771,7384,6454,8390,7773,6672,7658,10450,6284
"Shom_DM21B05_01725",3065,2439,2219,2287,2335,1316,2105,1982,2019
"Shom_DM21B05_01726",10221,7997,7956,10264,10389,7841,7916,10001,8171
"Shom_DM21B05_01727",14641,12062,11667,10826,10200,6778,9255,11469,9318
"Shom_DM21B05_01728",6844,5152,4854,5466,5655,5483,7451,9199,5426
"Shom_DM21B05_01729",122591,91927,86253,97887,94380,101261,79652,89813,84554
"Shom_DM21B05_01730",1309,1043,1053,774,775,700,777,722,582
"Shom_DM21B05_01731",97015,74883,69888,55966,50868,50424,29614,43268,48519
"Shom_DM21B05_01732",953,782,840,1046,946,983,2485,1978,846
"Shom_DM21B05_01733",1388,1309,1265,1297,1335,881,1300,1286,842
"Shom_DM21B05_01734",6326,5362,5051,5312,4925,3393,2962,3027,3233
"Shom_DM21B05_01735",3176,2862,2725,2563,2386,1537,1384,1556,1680
"Shom_DM21B05_01736",5742,4532,4499,4171,3992,3053,3333,3069,2905
"Shom_DM21B05_01737",3646,3096,2727,2824,2608,2003,2280,2125,2001
"Shom_DM21B05_01738",1250,1114,931,821,801,626,822,948,508
"Shom_DM21B05_01739",1184,898,808,680,653,576,850,796,379
"Shom_DM21B05_01740",14892,11468,10238,8609,7694,6434,5952,6592,4671
"Shom_DM21B05_01741",6583,4974,4760,7387,6797,5849,5704,6829,4918
"Shom_DM21B05_01742",28414,23788,21573,22112,22706,23248,25593,27042,21404
"Shom_DM21B05_01743",12669,10154,9348,10163,9004,8132,9564,10824,7289
"Shom_DM21B05_01744",31321,25191,25532,15907,15289,11362,8137,9840,10756
"Shom_DM21B05_01745",76078,59861,58102,51764,47941,46945,71644,65838,40761
"Shom_DM21B05_01746",67710,53629,50255,49890,44154,48508,45590,47924,42113
"Shom_DM21B05_01747",17739,14489,10451,18497,15947,14356,20394,25558,15742
"Shom_DM21B05_01748",11166,8820,8115,20361,17918,14781,12082,14617,16315
"Shom_DM21B05_01749",29914,22946,19712,24250,22408,18316,11523,11664,11867
"Shom_DM21B05_01750",19534,15504,13103,19284,17338,14707,7900,8568,9355
"Shom_DM21B05_01751",46307,34813,33285,34231,31914,29325,12921,13814,25234
"Shom_DM21B05_01752",38241,28307,26600,29137,26791,27580,17726,17969,21568
"Shom_DM21B05_01753",23000,17077,15641,13161,12113,12843,9429,8999,9943
"Shom_DM21B05_01754",8929,6440,6687,5049,4671,4788,3190,2879,3876
"Shom_DM21B05_01755",46556,37297,46915,57080,54546,71382,48770,66390,98289
"Shom_DM21B05_01756",10932,9034,9327,9059,8676,9270,10271,10941,11964
"Shom_DM21B05_01757",5620,4316,4373,4435,4338,3154,2286,2820,3711
"Shom_DM21B05_01758",27084,20761,21725,19935,19697,13960,9267,11879,17321
"Shom_DM21B05_01759",29547,22164,23591,19952,20189,14597,10708,12416,16286
"Shom_DM21B05_01760",19603,14724,15220,12231,12389,9057,9936,10833,9715
"Shom_DM21B05_01761",18423,13614,14017,17450,15584,12863,7655,8372,13872
"Shom_DM21B05_01762",19780,15619,15935,10964,10347,9200,6992,7861,10508
"Shom_DM21B05_01763",146472,113545,111348,77495,74650,68134,35118,40153,72896
"Shom_DM21B05_01764",144225,111238,108633,74880,74831,67946,39555,44061,70766
"Shom_DM21B05_01765",22294,17666,16377,16375,16006,10893,16769,20142,11497
"Shom_DM21B05_01766",10278,7747,8035,5667,5475,4123,5249,6082,4823
"Shom_DM21B05_01767",11342,9246,8964,6488,6172,4235,3581,4408,5828
"Shom_DM21B05_01768",8675,7080,5210,9085,8897,9520,11178,11383,5815
"Shom_DM21B05_01769",1955,1581,1427,2207,2042,1161,1098,2155,1334
"Shom_DM21B05_01770",41151,32712,31971,18583,18009,15128,11157,15327,15609
"Shom_DM21B05_01771",31332,24339,24033,14895,14194,11451,9734,10623,11380
"Shom_DM21B05_01772",2989,2312,2341,2475,2359,1818,2543,2515,2341
"Shom_DM21B05_01773",37014,30171,28504,20735,20142,18088,25049,23675,17818
"Shom_DM21B05_01774",2030,1734,1329,2135,2258,1120,3217,2826,1427
"Shom_DM21B05_01775",6248,4672,4074,6382,6917,3327,6401,5719,3845
"Shom_DM21B05_01776",9894,7479,6582,9742,10116,5156,8882,8363,5512
"Shom_DM21B05_01777",8440,6872,5661,8732,9290,4794,8766,7438,5369
"Shom_DM21B05_01778",65038,49674,49678,45286,39673,41381,44486,54017,45894
"Shom_DM21B05_01779",30730,23205,21933,18339,16261,19057,29592,31421,18586
"Shom_DM21B05_01780",24258,18666,19915,17486,15027,17161,35163,35310,17890
"Shom_DM21B05_01781",10022,8255,6721,6943,6565,6229,4957,6557,4595
"Shom_DM21B05_01782",40838,29974,25608,26521,24723,26249,27560,31248,18423
"Shom_DM21B05_01783",31228,23035,19650,19576,18303,20485,18655,21061,14715
"Shom_DM21B05_01784",20816,15965,15632,13010,12754,10982,13251,14021,11533
"Shom_DM21B05_01785",2351,2052,1724,1740,1673,1670,2157,2467,1517
