"","Sepi_PJ_019","Sepi_PJ_020","Sepi_PJ_021","Sepi_PJ_022","Sepi_PJ_023","Sepi_PJ_024","Sepi_PJ_025","Sepi_PJ_026","Sepi_PJ_027"
"Sepi_DM21B07_01073",14629,14086,15057,22569,23749,28539,21371,19938,16406
"Sepi_DM21B07_01074",48143,39269,45140,25920,30756,32044,32612,32443,26430
"Sepi_DM21B07_01075",33102,28686,30709,14143,16410,16394,20768,20182,16898
"Sepi_DM21B07_01076",13450,10362,9749,5594,6393,5814,7831,8657,7511
"Sepi_DM21B07_01077",14842,11132,14683,13969,17893,18985,14461,14470,11754
"Sepi_DM21B07_01078",4430,3430,4142,4019,4585,5041,4325,4539,3831
"Sepi_DM21B07_01079",30469,24388,29778,14469,20352,21614,21933,24100,19903
"Sepi_DM21B07_01081",204636,167860,212550,108272,118019,120768,180050,194123,163659
"Sepi_DM21B07_01082",56766,52035,60484,32286,34420,37874,47279,48948,40226
"Sepi_DM21B07_01083",155009,127292,126952,130143,154130,140012,136640,136202,113547
"Sepi_DM21B07_01084",95569,62217,82965,120929,135853,118622,127800,134498,114129
"Sepi_DM21B07_01085",11093,9169,9273,17278,23122,22031,24594,24564,20075
"Sepi_DM21B07_01086",37084,32467,30834,66783,91783,85804,68804,75804,61532
"Sepi_DM21B07_01087",9005,10153,9219,117559,117883,138033,61210,61940,51224
"Sepi_DM21B07_01088",6545,4505,5805,7372,9137,8592,7992,8166,6784
"Sepi_DM21B07_01089",6996,7013,5891,3504,4140,4606,3517,3390,2980
"Sepi_DM21B07_01090",9058,8155,7748,3779,4664,4644,4314,4401,3550
"Sepi_DM21B07_01091",58376,42649,61911,53305,64055,64936,50547,53085,44300
"Sepi_DM21B07_01092",11438,8214,9157,6624,8910,8612,8827,9636,8088
"Sepi_DM21B07_01093",18243,13183,15442,21094,25140,24628,25562,26946,22475
"Sepi_DM21B07_01094",9689,7970,8858,13569,16791,16926,16814,17209,14625
"Sepi_DM21B07_01095",3220,3068,3407,9107,9084,9270,13286,11677,9906
"Sepi_DM21B07_01096",1079,1091,1077,4233,4154,4433,6696,5533,4513
"Sepi_DM21B07_01097",1151,905,969,1669,2033,2026,1943,2202,1826
"Sepi_DM21B07_01098",6480,5808,5618,4862,6451,6359,6300,6850,5640
"Sepi_DM21B07_01099",252670,174442,235501,60052,85843,78199,106592,126929,103142
"Sepi_DM21B07_01100",9888,7199,10236,6739,9953,9235,8089,9478,7887
"Sepi_DM21B07_01101",126008,105209,98780,76387,95624,90937,85526,96767,80647
"Sepi_DM21B07_01102",8325,9192,8799,3108,3729,4038,5360,5486,4498
"Sepi_DM21B07_01103",8257,9592,8647,5036,5174,5813,6532,6917,5894
"Sepi_DM21B07_01104",991,1112,1066,563,570,578,812,806,645
"Sepi_DM21B07_01105",2719,2806,2859,1429,1388,1555,2009,2050,1694
"Sepi_DM21B07_01106",30415,23505,25223,41969,52698,55075,44452,42493,34479
"Sepi_DM21B07_01107",29902,21074,31260,52526,62193,63433,55506,55979,46354
"Sepi_DM21B07_01108",186905,161410,192068,125469,159384,154559,144549,162468,134302
"Sepi_DM21B07_01109",72,86,105,93,148,121,141,140,110
"Sepi_DM21B07_01110",50789,37477,40546,79679,103810,102317,86934,89733,72449
"Sepi_DM21B07_01111",136788,103786,114386,235924,310116,299432,226146,223208,184361
"Sepi_DM21B07_01112",32946,20577,28100,36150,43431,40816,43802,44554,37220
"Sepi_DM21B07_01113",36416,30260,29159,50485,61013,57282,40792,45887,37778
"Sepi_DM21B07_01114",33815,26328,27561,54485,65597,59542,69906,71727,59174
"Sepi_DM21B07_01115",16448,12214,14802,13596,16392,16003,14963,15473,13085
"Sepi_DM21B07_01116",14550,10808,13967,12406,15326,14562,15918,16566,13631
"Sepi_DM21B07_01117",60489,49629,63286,55011,60104,61148,68170,68657,57603
"Sepi_DM21B07_01118",26036,25221,28857,23107,26434,28108,25718,26391,21344
"Sepi_DM21B07_01119",8202,8078,9405,6269,7101,7861,7046,7262,5833
"Sepi_DM21B07_01120",12945,12551,15568,9270,10454,12135,10519,11053,9219
"Sepi_DM21B07_01121",41634,42253,48910,18877,18133,22256,15258,14298,11835
"Sepi_DM21B07_01122",170336,142463,175631,66418,73758,80928,60812,57817,47815
"Sepi_DM21B07_01123",85259,77247,87988,98601,101456,113719,116751,118201,99501
"Sepi_DM21B07_01124",50366,32567,46218,197505,229030,219044,247635,266926,221534
"Sepi_DM21B07_01125",23909,16208,21375,90437,114252,112383,103582,111495,89383
"Sepi_DM21B07_01126",12940,10372,11363,19318,22387,21166,50079,42719,35864
"Sepi_DM21B07_01545",40031,40182,43577,22591,23694,27548,26193,28289,23681
"Sepi_DM21B07_01127",29564,22954,26332,37623,40581,39090,108598,91702,77839
"Sepi_DM21B07_01128",69405,49354,67191,78466,97109,94741,83925,92515,77497
"Sepi_DM21B07_01129",19351,13969,18828,18846,23713,23437,19744,21397,17781
"Sepi_DM21B07_01130",4699,3457,4522,4485,6023,6018,4795,4748,3880
"Sepi_DM21B07_01131",36,38,45,19,34,22,38,39,36
"Sepi_DM21B07_01132",1916,1730,1590,227492,226882,214817,195611,203539,168934
"Sepi_DM21B07_01133",4162,2936,3681,4201,5875,5805,4171,4344,3612
"Sepi_DM21B07_01134",36632,24932,33513,28275,34543,31995,33539,36849,30566
"Sepi_DM21B07_01135",42035,27933,38348,28250,34473,32513,35235,38745,32160
"Sepi_DM21B07_01136",106337,68672,96694,41779,56654,54385,61585,76362,63641
"Sepi_DM21B07_01137",22133,22762,23171,11611,13874,14746,14991,15164,12499
"Sepi_DM21B07_01138",100572,101494,122071,37939,47453,49050,60016,72025,59661
"Sepi_DM21B07_01139",94487,90534,109123,32624,38400,36294,56644,70095,58708
"Sepi_DM21B07_01140",51827,48135,57654,17386,21574,21005,30282,34797,28536
"Sepi_DM21B07_01141",7396,5998,6323,4409,6163,6244,5189,5562,4446
"Sepi_DM21B07_01142",39812,31747,33083,19642,25563,24446,26599,29849,25118
"Sepi_DM21B07_01143",382078,338756,327101,112788,159645,156038,164408,196236,163686
"Sepi_DM21B07_01144",133609,118340,119027,39894,55974,52844,65587,74632,62012
"Sepi_DM21B07_01145",7998,5718,7046,5843,7726,7355,8370,9927,8281
"Sepi_DM21B07_01146",117404,76619,102831,92579,117012,109461,118098,127781,106554
"Sepi_DM21B07_01147",6797,5195,6243,3747,4606,4583,5492,6178,5388
"Sepi_DM21B07_01148",35511,27337,33230,16617,20792,20780,29276,29598,24727
"Sepi_DM21B07_01149",14612,12836,15050,7733,9098,9559,12758,13534,11419
"Sepi_DM21B07_01150",29081,26711,31332,21911,23301,25883,29295,29289,24655
"Sepi_DM21B07_01151",27694,25375,31415,25468,26284,30635,30575,28904,24204
"Sepi_DM21B07_01152",1733,1770,1945,1087,1280,1343,1840,1785,1514
"Sepi_DM21B07_01153",5324,3951,4711,6843,8515,8099,8851,9152,7633
"Sepi_DM21B07_01154",75311,66543,63874,44420,49829,52088,59541,63101,52250
"Sepi_DM21B07_01155",42747,36467,36819,22010,25518,27043,28673,31133,25522
"Sepi_DM21B07_01156",659,593,590,585,698,668,918,1002,880
"Sepi_DM21B07_01157",564,527,451,431,503,479,725,699,576
"Sepi_DM21B07_01158",36,41,35,36,45,44,34,41,35
"Sepi_DM21B07_01159",8109,7556,7238,3705,4786,4385,3729,3984,3256
"Sepi_DM21B07_01160",544,511,470,215,367,346,363,387,329
"Sepi_DM21B07_01161",31540,21471,28829,22104,27142,26909,28417,30963,25723
"Sepi_DM21B07_01162",8118,5467,7269,4990,6388,6357,6593,7109,5723
"Sepi_DM21B07_01163",31878,27165,27775,7181,11614,11331,12195,13536,10965
"Sepi_DM21B07_01164",78014,67462,69110,22298,32602,33902,31368,38548,31956
"Sepi_DM21B07_01165",48972,42052,44346,14962,21857,21690,21009,24941,20283
"Sepi_DM21B07_01166",12216,13552,9373,8462,12530,10647,8084,9069,7136
"Sepi_DM21B07_01167",14485,15714,10891,10236,12607,11454,10710,12242,9948
"Sepi_DM21B07_01168",12040,13193,9061,8353,10963,9580,9000,9792,7973
"Sepi_DM21B07_01169",25355,28185,19660,16972,21381,19026,17302,19261,15776
"Sepi_DM21B07_01170",13836,15055,11277,8873,11056,10124,9401,10012,8036
"Sepi_DM21B07_01171",68160,64352,60260,26576,32650,31322,35435,39189,32559
"Sepi_DM21B07_01172",35175,31185,30127,13657,18291,17329,19063,21717,17867
"Sepi_DM21B07_01173",187446,126463,163026,69894,86705,79253,110549,122482,102674
"Sepi_DM21B07_01174",37293,37100,32183,15439,20660,20123,21388,25247,21024
"Sepi_DM21B07_01175",13364,11082,12382,6573,8497,8575,8691,9520,7871
"Sepi_DM21B07_01176",40660,35416,43368,43084,53317,54574,53294,51831,42573
"Sepi_DM21B07_01177",5317,4505,5725,5889,7439,8045,6927,6811,5516
"Sepi_DM21B07_01178",21081,18004,22624,14851,17275,17674,24627,25032,20449
"Sepi_DM21B07_01179",9358,7535,10355,4372,5628,5947,8306,8522,6968
"Sepi_DM21B07_01180",46430,38041,52853,25478,28624,28938,43207,46617,38780
"Sepi_DM21B07_01181",21654,19458,19214,11147,14808,14735,14438,15885,13105
"Sepi_DM21B07_01182",21801,15946,21751,24730,31012,30093,33403,36085,29812
"Sepi_DM21B07_01183",39757,32841,33053,20404,27126,25898,23770,26211,21272
"Sepi_DM21B07_01184",3634,2988,2836,4017,5791,5731,4626,4109,3175
"Sepi_DM21B07_01185",6578,6114,8113,15673,19469,20043,18372,20308,16797
"Sepi_DM21B07_01186",25322,20252,24864,12053,16192,15546,19625,20422,17085
"Sepi_DM21B07_01187",20965,16765,19642,10171,13145,13351,15853,16612,13592
"Sepi_DM21B07_01188",8822,8337,7906,6521,7903,7746,7701,8863,7570
"Sepi_DM21B07_01189",22579,23635,20902,16059,17781,17615,19261,20993,17624
"Sepi_DM21B07_01190",58989,51484,66257,43316,48261,52569,57894,60288,50311
"Sepi_DM21B07_01191",28728,23783,25065,21035,26674,26083,26371,27332,22960
"Sepi_DM21B07_01192",38711,32740,33396,27344,34439,34477,32174,34089,28409
"Sepi_DM21B07_01193",5482,4669,4793,3627,5009,5045,4914,5035,4087
"Sepi_DM21B07_01194",15198,13802,15432,6735,8362,8322,10297,11453,9692
"Sepi_DM21B07_01195",17913,16258,20476,9340,10954,12239,13569,14684,12177
"Sepi_DM21B07_01196",35422,30097,41049,20550,22551,23876,27848,30823,25037
"Sepi_DM21B07_01197",13206,11259,13968,6327,7945,8179,9905,10872,8988
"Sepi_DM21B07_01198",22374,18889,21376,10952,14133,14706,13499,15370,12778
"Sepi_DM21B07_01199",678,579,643,221,316,339,326,333,281
"Sepi_DM21B07_01200",4802,4014,5303,17552,19733,20630,34678,34169,28989
"Sepi_DM21B07_01201",6574,5734,6941,26327,27378,29626,48731,48482,39630
"Sepi_DM21B07_01202",3509,3220,3724,15993,15826,17645,22891,23225,18683
"Sepi_DM21B07_01203",5636,5278,6514,29534,27572,30735,40354,38010,31206
"Sepi_DM21B07_01204",4320,4382,5228,23080,20611,22570,31653,29867,24848
"Sepi_DM21B07_01205",7890,7286,8892,32854,33054,31843,50855,47546,38588
"Sepi_DM21B07_01206",16278,12980,15079,8340,10330,10203,12223,13013,10806
"Sepi_DM21B07_01207",4597,3531,4621,2450,3255,3597,3379,3540,2869
"Sepi_DM21B07_01208",38889,30742,40092,20643,23201,23042,28996,32796,27594
"Sepi_DM21B07_01209",19224,15864,20650,10127,11511,11937,14535,16422,13655
"Sepi_DM21B07_01210",5398,4480,6020,3139,3682,3900,4138,4534,3840
"Sepi_DM21B07_01211",12522,10548,13874,7290,8433,8554,10207,11063,9058
"Sepi_DM21B07_01212",7490,6279,8257,5051,6560,7306,5672,5906,4783
"Sepi_DM21B07_01213",19661,14978,18922,14878,17641,17290,18963,19561,16311
"Sepi_DM21B07_01214",35077,26349,34292,23970,27700,27554,31855,33748,28334
"Sepi_DM21B07_01215",1222,1023,1279,286,444,368,598,749,602
"Sepi_DM21B07_01216",6327,5575,5390,7138,9290,8734,7459,7737,6373
"Sepi_DM21B07_01217",1386,1218,1148,1545,1883,1859,2108,2037,1792
"Sepi_DM21B07_01218",8334,7012,7050,2113,3432,3293,3367,3685,3295
"Sepi_DM21B07_01219",107878,92176,84924,19503,26551,23590,33974,42032,35276
"Sepi_DM21B07_01220",22327,23124,18840,12191,16505,15514,14373,16420,13468
"Sepi_DM21B07_01221",5348,4665,5605,2027,2878,3034,3822,4808,3815
"Sepi_DM21B07_01222",126996,101757,136626,74959,84668,79833,120032,135707,113562
"Sepi_DM21B07_01223",76166,58739,83133,46172,49981,46985,66200,74635,62920
"Sepi_DM21B07_01224",339519,240029,368324,207746,224958,203901,299660,323681,270128
"Sepi_DM21B07_01225",18228,16184,21008,11019,13336,13883,15030,15234,12585
"Sepi_DM21B07_01226",24276,21107,26297,12274,13909,14730,16587,18306,15161
"Sepi_DM21B07_01227",8084,8144,8593,4423,5152,5585,6798,7917,6553
"Sepi_DM21B07_01228",31254,32751,36583,19847,21743,24931,29226,30277,25023
"Sepi_DM21B07_01229",104222,85207,80362,49099,61858,58008,60798,69321,57263
"Sepi_DM21B07_01230",61132,42043,54311,33591,38525,36644,42125,42812,35757
"Sepi_DM21B07_01231",59533,39839,54533,38056,45793,43673,44144,42607,34598
"Sepi_DM21B07_01232",95678,64271,86657,55971,64695,60122,72412,72059,60085
"Sepi_DM21B07_01233",37146,27769,33550,25767,30138,28764,25297,26568,21971
"Sepi_DM21B07_01234",25273,18504,22471,19180,22313,21554,18774,19185,15565
"Sepi_DM21B07_01235",16104,11522,14579,11719,13125,13052,12844,13289,11100
"Sepi_DM21B07_01236",22403,14910,21068,16608,19178,18648,16776,17249,14442
"Sepi_DM21B07_01237",31992,20703,30059,23037,27485,26663,24061,24494,20397
"Sepi_DM21B07_01238",36948,23497,35366,23543,25459,24738,27767,28054,23611
"Sepi_DM21B07_01239",100300,86168,85896,41229,56153,53591,64755,71975,60251
"Sepi_DM21B07_01240",8889,5624,7970,6222,8530,8013,7664,8525,7155
"Sepi_DM21B07_01241",34870,22125,30960,21744,27957,26440,29030,33317,28003
"Sepi_DM21B07_01242",64639,47449,59860,29904,38621,36960,43581,49561,41636
"Sepi_DM21B07_01243",47706,35524,45982,32056,38324,37333,34169,34436,27944
"Sepi_DM21B07_01244",4109,3219,4372,1914,2460,2493,2650,2747,2276
"Sepi_DM21B07_01245",13206,10216,13508,7525,8989,8654,10165,10655,8735
"Sepi_DM21B07_01246",27867,19792,27985,15817,18664,17595,20384,21490,17563
"Sepi_DM21B07_01247",16432,12003,16487,10151,12250,11731,12385,12683,10102
"Sepi_DM21B07_01248",17468,14368,20342,5470,5982,6610,6277,6885,5830
"Sepi_DM21B07_01249",13980,10787,14065,3513,3853,4101,3807,4141,3559
"Sepi_DM21B07_01250",28934,23015,25877,5376,6335,6126,7540,8229,7059
"Sepi_DM21B07_01251",75815,59865,64813,130954,162311,150210,111430,121772,99445
"Sepi_DM21B07_01252",62850,43649,58707,45261,52511,53086,54436,55706,46584
"Sepi_DM21B07_01253",74195,66905,64283,18017,28699,25078,43285,50519,41101
"Sepi_DM21B07_01254",32432,25467,25824,35777,37986,34495,38640,41236,35190
"Sepi_DM21B07_01255",23025,19180,18717,25749,28781,28351,24178,26761,22572
"Sepi_DM21B07_01256",1780,1653,1274,1529,1857,1975,1211,1517,1296
"Sepi_DM21B07_01257",9873,10192,7596,7449,9818,8626,6446,6667,5421
"Sepi_DM21B07_01258",7798,7501,5826,6188,7607,6722,5612,5914,5040
"Sepi_DM21B07_01259",13517,12336,10336,10840,12805,11425,9290,10264,8785
"Sepi_DM21B07_01260",637,556,559,814,977,889,857,926,799
"Sepi_DM21B07_01261",256,222,213,367,432,385,463,546,387
"Sepi_DM21B07_01262",104,76,76,125,153,142,152,135,132
"Sepi_DM21B07_01263",177,202,164,206,273,249,303,275,257
"Sepi_DM21B07_01264",65,73,63,74,93,93,90,107,110
"Sepi_DM21B07_01265",157,150,167,176,173,204,138,160,193
"Sepi_DM21B07_01266",420,346,298,542,822,889,562,614,490
"Sepi_DM21B07_01267",36963,32352,28561,44978,56078,54902,44478,49383,41288
"Sepi_DM21B07_01268",26858,27908,18871,81987,97805,82535,64044,69183,57884
"Sepi_DM21B07_01269",42090,41661,32408,154378,153336,143584,127104,134276,112000
"Sepi_DM21B07_01270",50025,42580,42448,183636,186358,185288,155746,163597,136506
"Sepi_DM21B07_01272",14835,11784,11117,6350,9587,9343,10920,11614,9352
"Sepi_DM21B07_01273",21343,18836,18147,16590,20860,20419,21335,23562,19246
"Sepi_DM21B07_01274",350,311,275,308,309,318,269,298,243
"Sepi_DM21B07_01275",16292,13893,13821,12947,16310,14691,15987,15774,13436
"Sepi_DM21B07_01276",28293,20510,28943,30446,35996,36668,33442,35865,29567
"Sepi_DM21B07_01277",45903,37130,40464,22650,32361,34661,27063,30810,24829
"Sepi_DM21B07_01278",732,552,654,2581,3042,3298,3799,3550,2925
"Sepi_DM21B07_01279",582,521,602,2424,2326,2751,3673,3293,2774
"Sepi_DM21B07_01280",465,489,536,2252,1951,2478,3169,2954,2424
"Sepi_DM21B07_01281",709,683,742,2426,2046,2572,3495,3028,2655
"Sepi_DM21B07_01282",32261,25100,31492,15589,19986,18225,24612,27742,23223
"Sepi_DM21B07_01283",50123,39454,52003,26021,33288,33558,38670,40272,33523
"Sepi_DM21B07_01284",36956,30723,36915,22946,25870,26257,32256,35312,29718
"Sepi_DM21B07_01285",21414,20618,23125,17189,17134,18382,25534,26860,23312
"Sepi_DM21B07_01286",47602,44357,51686,33768,32734,37973,48430,49846,42815
"Sepi_DM21B07_01287",8939,7872,9002,5728,5796,6758,7695,8022,6740
"Sepi_DM21B07_01288",51592,44277,50857,27183,27286,28703,38948,41985,35690
"Sepi_DM21B07_01289",17181,12364,15614,20510,24041,23540,21777,21304,18018
"Sepi_DM21B07_01290",53233,38794,48452,56591,67791,65749,59436,60097,49682
"Sepi_DM21B07_01291",33939,29836,39610,23175,25369,26869,31205,29080,24372
"Sepi_DM21B07_01292",23005,21162,28917,15758,15640,17430,20902,19848,16796
"Sepi_DM21B07_01293",22407,21337,29123,17292,16521,18207,20652,19706,16427
"Sepi_DM21B07_01294",63766,56542,73189,38010,37177,36134,48668,48559,39729
"Sepi_DM21B07_01295",19339,17247,16452,15729,22578,21904,22204,25282,20444
"Sepi_DM21B07_01296",31386,28388,27416,23565,29656,28371,34095,39674,33741
"Sepi_DM21B07_01297",3019,3523,2415,2573,3352,2916,2460,2590,2090
"Sepi_DM21B07_01298",94458,61533,95425,52878,65066,65565,54202,57772,47955
"Sepi_DM21B07_01299",46127,28824,43302,163009,174489,168895,127133,129448,107591
"Sepi_DM21B07_01300",46438,30427,42234,10214,13952,13210,19314,21588,17955
"Sepi_DM21B07_01301",43265,32754,38664,25992,36395,36168,32253,34075,28133
"Sepi_DM21B07_01302",14045,9469,12448,9206,12449,11645,12066,13504,11094
"Sepi_DM21B07_01303",5219,4354,4261,9260,11578,12147,9559,9631,7883
"Sepi_DM21B07_01304",3180,2744,3312,8292,8020,8485,8913,8708,7430
"Sepi_DM21B07_01305",11411,8892,10039,8753,12588,12098,10810,12147,9868
"Sepi_DM21B07_01306",4803,2977,4064,4017,4847,4717,5162,5489,4566
"Sepi_DM21B07_01307",8175,5358,7296,7140,9637,9851,8442,8904,7434
"Sepi_DM21B07_01308",30159,20010,27121,20905,26317,24312,31064,33347,28281
"Sepi_DM21B07_01309",3033,2120,2677,2167,2601,2227,3441,3612,3108
"Sepi_DM21B07_01310",20132,15045,17330,12084,15139,14551,15816,17043,14370
"Sepi_DM21B07_01311",14220,10525,12802,7949,9927,9773,11122,11817,10127
"Sepi_DM21B07_01312",27000,18519,24268,14825,18435,17517,20183,20985,18006
"Sepi_DM21B07_01313",63882,43561,52673,43441,57407,56877,48776,54577,44319
"Sepi_DM21B07_01314",48208,35600,44667,29961,38537,38603,48034,51835,43434
"Sepi_DM21B07_01315",8035,8177,7210,12673,13521,13280,13608,13012,10831
"Sepi_DM21B07_01316",2949,2321,2642,2296,3280,3421,2907,3294,2675
"Sepi_DM21B07_01317",4713,3683,4098,6275,7120,6560,8692,9435,7710
"Sepi_DM21B07_01318",7876,6104,7830,11941,11985,12191,16377,15598,13068
"Sepi_DM21B07_01319",178024,135474,179392,300813,286564,269678,300558,289772,247633
"Sepi_DM21B07_01320",35141,25718,35776,11207,15957,15602,16067,19622,16132
"Sepi_DM21B07_01321",13483,10582,11353,8354,10432,9732,13395,14925,12714
"Sepi_DM21B07_01322",27530,22395,23672,16999,22090,20687,24617,27169,22502
"Sepi_DM21B07_01323",197113,134081,164562,230139,297042,278184,241556,253203,210785
"Sepi_DM21B07_01324",45551,32615,48223,25046,30946,31210,32282,36527,30237
"Sepi_DM21B07_01325",46787,32914,50603,30202,37051,38311,36730,40964,33781
"Sepi_DM21B07_01326",161483,128221,136075,126559,173777,174958,167620,157149,124503
"Sepi_DM21B07_01327",22994,18105,21435,16578,21734,20175,27573,29147,24489
"Sepi_DM21B07_01328",25531,19300,26985,16253,20966,20126,25525,27043,22473
"Sepi_DM21B07_01329",46923,37572,51848,26409,31984,33369,42315,44595,37174
"Sepi_DM21B07_01330",18108,13871,14487,36069,52279,52222,50212,49926,39868
"Sepi_DM21B07_01331",9140,9981,9245,13470,13028,14713,17560,17122,14409
"Sepi_DM21B07_01332",13207,13352,13794,19006,17996,20392,25130,25087,21329
"Sepi_DM21B07_01333",43422,36091,42282,33905,36527,36738,49888,52229,43692
"Sepi_DM21B07_01334",30466,24448,28897,18616,21903,21850,27403,28714,23836
"Sepi_DM21B07_01335",17372,13162,15831,7849,8302,7788,13158,15237,12986
"Sepi_DM21B07_01336",9793,7169,9601,4326,4897,4607,7300,8095,6659
"Sepi_DM21B07_01337",108920,83381,92607,53513,63478,57770,53308,52299,43044
"Sepi_DM21B07_01338",3025,2697,3051,3019,3889,4007,3320,3339,2862
"Sepi_DM21B07_01339",20519,18030,22520,19909,23229,23169,24129,24550,20884
"Sepi_DM21B07_01340",22891,18504,22441,17172,19895,20520,21776,22648,18997
"Sepi_DM21B07_01341",24639,18890,23636,14845,17377,17406,19149,20510,17173
"Sepi_DM21B07_01342",59619,45247,60396,33075,35049,33342,44970,48870,41582
"Sepi_DM21B07_01343",72155,61780,87178,39457,43576,44423,58023,60976,51246
"Sepi_DM21B07_01344",8635,7353,9787,5017,6112,6873,8799,9104,7808
"Sepi_DM21B07_01345",11978,10046,12977,6033,7242,7362,11636,11920,10213
"Sepi_DM21B07_01346",6387,5512,6540,2901,3291,3300,5741,5995,5061
"Sepi_DM21B07_01347",270271,258062,250602,223962,209532,236475,244134,243512,203497
"Sepi_DM21B07_01348",49355,43156,42211,36832,41061,43358,44218,46723,38597
"Sepi_DM21B07_01349",11813,7448,9971,13511,15913,14974,18041,18217,15652
"Sepi_DM21B07_01350",16015,10564,13315,16381,20363,19799,20724,20820,16817
"Sepi_DM21B07_01351",20540,15233,18015,12195,17066,16437,16772,18047,14781
"Sepi_DM21B07_01352",10226,10893,12180,6063,7075,7655,10389,10733,8767
"Sepi_DM21B07_01353",71488,58106,63801,29211,38100,36103,43121,46804,39473
"Sepi_DM21B07_01354",72459,54682,76466,45616,53604,49756,81033,88861,75244
"Sepi_DM21B07_01355",16216,12357,15233,9758,11850,10987,15674,17488,14677
"Sepi_DM21B07_01356",18919,15583,18489,14949,15731,15477,22029,22872,19107
"Sepi_DM21B07_01357",16369,13363,15703,9809,10658,9893,15165,16252,13442
"Sepi_DM21B07_01358",2243,1938,2024,1024,1554,1630,1497,1560,1268
"Sepi_DM21B07_01359",23087,17526,19865,2480,3523,3219,4337,5347,4350
"Sepi_DM21B07_01360",8427,5587,7287,8452,11209,10999,9999,10952,9246
"Sepi_DM21B07_01361",16008,10664,13431,14458,18602,17533,17404,19654,16552
"Sepi_DM21B07_01362",11738,7445,10442,4992,6314,5900,7530,8341,7080
"Sepi_DM21B07_01363",5458,3895,4726,2307,3047,2988,3489,3804,3257
"Sepi_DM21B07_01364",36022,25896,34788,32646,40312,38451,39222,41702,35111
"Sepi_DM21B07_01365",20969,15696,22004,24600,28323,28724,25938,26846,22407
"Sepi_DM21B07_01366",35700,27876,37510,46581,49771,51977,45478,46613,38558
"Sepi_DM21B07_01367",18913,16219,22466,33785,34548,35187,30741,31251,25872
"Sepi_DM21B07_01368",16613,13871,20079,29835,31338,32346,27625,27380,22982
"Sepi_DM21B07_01369",9848,8405,10791,15118,17201,17687,14321,14196,11824
"Sepi_DM21B07_01370",17267,14328,17782,22400,25298,25944,22814,22479,18323
"Sepi_DM21B07_01371",37360,27646,37730,21430,24439,23687,24481,27397,22766
"Sepi_DM21B07_01372",4210,3896,5011,2125,2848,3103,3534,4089,3275
"Sepi_DM21B07_01373",13980,12521,16441,11964,13769,14701,15233,16267,13720
"Sepi_DM21B07_01374",7867,6883,9065,6416,7686,7887,8510,9229,7746
"Sepi_DM21B07_01375",145,152,156,114,142,122,377,211,192
"Sepi_DM21B07_01376",116,138,115,81,86,101,213,155,117
"Sepi_DM21B07_01377",222,273,193,264,272,250,407,313,239
"Sepi_DM21B07_01378",396,353,324,399,389,392,549,480,445
"Sepi_DM21B07_01379",281,274,292,378,349,394,476,443,327
"Sepi_DM21B07_01380",898,839,1024,930,918,927,1307,1265,1023
"Sepi_DM21B07_01381",607,534,625,553,690,715,737,792,589
"Sepi_DM21B07_01382",6508,4953,5363,5336,6875,6354,6449,7006,5842
"Sepi_DM21B07_01383",27561,19919,22799,20897,24046,22286,25146,27480,23084
"Sepi_DM21B07_01384",28992,32501,24768,266647,238663,263732,315671,329363,274388
"Sepi_DM21B07_01385",12482,13018,10985,92706,92931,97925,112373,123827,101753
"Sepi_DM21B07_01386",2304,1853,1776,1256,1500,1503,1347,1468,1192
"Sepi_DM21B07_01387",39378,29947,31833,24874,30429,29845,33452,36579,30260
"Sepi_DM21B07_01388",7257,5712,5943,4421,5423,5228,5725,6177,5181
"Sepi_DM21B07_01389",7960,5903,7654,4442,5785,6002,6545,6950,5521
"Sepi_DM21B07_01390",28585,21340,29313,14007,16425,16049,27149,29544,24796
"Sepi_DM21B07_01391",80966,52859,72542,25610,33291,31360,49473,56687,48116
"Sepi_DM21B07_01392",37238,30502,32689,39918,39836,40014,34345,33483,28211
"Sepi_DM21B07_01393",11401,9857,10728,15562,14659,15509,12225,12085,10312
"Sepi_DM21B07_01394",2724,2384,2485,4332,4673,5095,3376,3165,2562
"Sepi_DM21B07_01395",4005,3180,3392,1105,2133,1740,1986,2108,1700
"Sepi_DM21B07_01396",151227,117493,119631,46938,72163,70243,74310,79918,64064
"Sepi_DM21B07_01397",48,51,44,57,71,53,127,143,121
"Sepi_DM21B07_01398",635,502,489,552,642,553,1147,1076,994
"Sepi_DM21B07_01399",98,94,95,115,120,88,251,206,175
"Sepi_DM21B07_01400",28898,21569,25148,27290,30930,29556,36119,36510,30031
"Sepi_DM21B07_01401",3464,2957,3772,6854,6683,7566,11608,10535,8672
"Sepi_DM21B07_01402",3029,3009,3462,10581,9439,10458,17015,15517,12624
"Sepi_DM21B07_01403",2518,2513,2787,11386,10497,12396,15591,13760,11547
"Sepi_DM21B07_01404",3906,4042,4238,18681,16172,18518,28834,24992,21129
"Sepi_DM21B07_01405",4332,4260,4536,20523,18672,20288,29944,26026,22092
"Sepi_DM21B07_01406",3077,2883,3095,13496,14115,14950,22252,20178,16326
"Sepi_DM21B07_01407",5108,4310,4420,9109,11335,10666,24387,25729,21029
"Sepi_DM21B07_01408",81676,64669,69498,20008,26766,26353,31362,37166,30528
"Sepi_DM21B07_01409",26353,21653,21933,15133,18974,18548,15934,17509,14380
