"","Sepi_PJ_019","Sepi_PJ_020","Sepi_PJ_021","Sepi_PJ_022","Sepi_PJ_023","Sepi_PJ_024","Sepi_PJ_025","Sepi_PJ_026","Sepi_PJ_027"
"Sepi_DM21B07_02090",39344,39182,43585,35266,37641,40228,45706,44726,37626
"Sepi_DM21B07_02091",9093,9333,9655,9916,10386,11030,11065,10474,8536
"Sepi_DM21B07_02092",6571,5454,5315,30977,24493,29671,25465,24621,21128
"Sepi_DM21B07_02093",593,580,515,7970,5803,7513,5709,5047,4470
"Sepi_DM21B07_02094",2968,2848,2522,41005,32654,40240,32411,29114,23826
"Sepi_DM21B07_02095",6558,6362,5578,101652,93667,123528,68264,57308,46161
"Sepi_DM21B07_02096",9650,8153,8446,39537,40562,41372,76609,83660,71151
"Sepi_DM21B07_02097",3224,2815,2754,12210,13547,14847,18413,19272,15969
"Sepi_DM21B07_02098",1053,1026,850,4063,4638,4962,6643,6522,5395
"Sepi_DM21B07_02099",4268,4360,4017,14676,15080,14704,23206,24103,19875
"Sepi_DM21B07_02100",8089,7231,8092,7360,8919,9159,7672,7475,5930
"Sepi_DM21B07_02101",13688,12251,13657,14101,17327,18880,15045,14829,12247
"Sepi_DM21B07_02102",10048,8353,9086,7864,10099,9810,9740,10374,8471
"Sepi_DM21B07_02103",38904,31266,31956,61732,62877,58323,53179,53689,44013
"Sepi_DM21B07_02104",1602,1382,1465,777,1148,1020,1093,1139,997
"Sepi_DM21B07_02105",496,391,390,247,348,357,286,326,265
"Sepi_DM21B07_02106",1764,2024,1861,938,1003,1125,1021,1105,964
"Sepi_DM21B07_02107",521,545,558,246,293,301,274,325,249
"Sepi_DM21B07_02108",257,233,236,93,84,130,104,127,103
"Sepi_DM21B07_02109",1307,1226,1293,432,517,527,516,624,520
"Sepi_DM21B07_02110",4851,4789,4744,1407,1652,1635,1782,2390,1860
"Sepi_DM21B07_02111",3496,4090,3608,1716,1878,2078,2003,2325,1914
"Sepi_DM21B07_02112",13344,11707,11346,10678,12324,10675,12317,13831,11231
"Sepi_DM21B07_02113",103,103,100,54,69,62,51,52,48
"Sepi_DM21B07_02114",827,916,821,329,425,477,372,508,421
"Sepi_DM21B07_02115",175,175,198,97,113,134,88,115,73
"Sepi_DM21B07_02116",635,742,690,340,422,409,315,386,293
"Sepi_DM21B07_02117",4787,4708,4529,2079,2277,2445,2373,2748,2138
"Sepi_DM21B07_02118",5375,5592,4984,2824,3229,3328,2881,3160,2779
"Sepi_DM21B07_02119",4112,4520,3301,2187,2364,2155,1893,2125,1730
"Sepi_DM21B07_02120",2624,2795,2207,1435,1699,1568,1484,1601,1316
"Sepi_DM21B07_02121",4437,4515,4055,2498,3087,3185,2412,2725,2308
"Sepi_DM21B07_02122",1535,1643,1332,720,891,805,691,895,732
"Sepi_DM21B07_02123",1493,1659,1268,768,873,846,657,846,702
"Sepi_DM21B07_02124",2884,3235,2710,1690,2049,1988,1549,1795,1428
"Sepi_DM21B07_02125",3045,3409,2748,1696,1884,1981,1596,1843,1637
"Sepi_DM21B07_02126",1329,1502,1211,1082,1296,1488,844,923,722
"Sepi_DM21B07_02127",4815,5336,4467,3483,3894,3845,3303,3500,2942
"Sepi_DM21B07_02128",2705,3067,2422,2005,2091,2365,1775,2060,1725
"Sepi_DM21B07_02129",1306,1505,1222,926,1098,1116,874,899,724
"Sepi_DM21B07_02130",6242,7292,5762,3630,4210,4183,3247,3689,3007
"Sepi_DM21B07_02131",4976,5462,4741,2952,3387,3472,2792,3020,2440
"Sepi_DM21B07_02132",2002,2217,2015,1860,2006,2103,1687,2003,1673
"Sepi_DM21B07_02133",3058,3421,2912,3108,3395,3402,2825,3203,2713
"Sepi_DM21B07_02134",3096,3181,3264,2938,3474,3423,2790,3210,2637
"Sepi_DM21B07_02135",646,599,648,672,873,868,581,662,532
"Sepi_DM21B07_02136",798,663,835,332,447,537,405,429,345
"Sepi_DM21B07_02137",763,634,797,342,413,487,371,421,316
"Sepi_DM21B07_02138",2574,2262,2812,1241,1352,1535,1233,1480,1159
"Sepi_DM21B07_02139",311,290,386,168,226,284,142,154,121
"Sepi_DM21B07_02140",2178,2027,2541,1219,1377,1594,1282,1284,1135
"Sepi_DM21B07_02141",421,438,602,240,281,334,251,223,231
"Sepi_DM21B07_02142",202,215,258,146,188,252,103,110,81
"Sepi_DM21B07_02143",969,959,1097,592,657,795,536,593,479
"Sepi_DM21B07_02144",1428,1392,1634,817,860,1001,784,909,743
"Sepi_DM21B07_02145",4225,4534,4669,2937,3033,3416,2311,2639,2232
"Sepi_DM21B07_02146",1484,1509,1483,1216,1304,1557,857,994,820
"Sepi_DM21B07_02147",1061,1122,1076,814,933,1211,610,583,519
"Sepi_DM21B07_02148",290,302,309,265,259,364,175,198,151
"Sepi_DM21B07_02149",583,612,568,440,470,596,309,313,281
"Sepi_DM21B07_02150",796,795,757,511,596,727,389,407,356
"Sepi_DM21B07_02151",230,229,210,187,206,287,137,127,110
"Sepi_DM21B07_02152",3891,4326,3837,2740,2934,3170,2018,2432,1964
"Sepi_DM21B07_02153",5480,5794,4835,3960,4031,4415,2993,3499,2798
"Sepi_DM21B07_02154",5813,6800,5130,4299,4395,4592,3652,3994,3285
"Sepi_DM21B07_02155",440,532,367,372,369,429,275,309,260
"Sepi_DM21B07_02156",7812,8936,6986,5901,5588,5637,4677,5178,4184
"Sepi_DM21B07_02157",4061,4615,3545,3009,3171,3325,2579,2640,2182
"Sepi_DM21B07_02158",11898,13446,10495,8078,7747,8189,7225,7348,6282
"Sepi_DM21B07_02159",3740,4087,3326,2824,3021,3342,2240,2264,1854
"Sepi_DM21B07_02160",3896,4409,3538,2642,2860,2927,2548,2667,2295
"Sepi_DM21B07_02161",2665,2956,2431,1569,1833,1711,1768,1821,1536
"Sepi_DM21B07_02162",183,209,180,123,164,184,131,132,109
"Sepi_DM21B07_02163",10978,11497,11138,7044,8487,8437,6725,7468,6376
"Sepi_DM21B07_02164",1714,1660,1609,880,1267,1126,771,864,726
"Sepi_DM21B07_02165",7054,5498,6468,7944,11250,10791,8863,9598,7692
"Sepi_DM21B07_02166",10320,7626,9524,10706,14255,13381,12431,13249,11073
"Sepi_DM21B07_02167",30566,22459,27723,28445,34147,29856,35011,39720,33326
"Sepi_DM21B07_02168",4418,3584,4914,4613,6016,6143,7048,8097,6786
"Sepi_DM21B07_02169",3732,2778,4065,2598,3008,3109,4988,5538,4586
"Sepi_DM21B07_02170",420,430,457,189,313,288,289,310,217
"Sepi_DM21B07_02171",11834,13228,10339,3914,5154,4686,5335,6348,5109
"Sepi_DM21B07_02172",7179,7771,5458,2487,3648,3564,3096,3688,2929
"Sepi_DM21B07_02173",30918,27630,26950,11396,15135,14142,16137,19234,16028
"Sepi_DM21B07_02174",24247,23937,26166,42085,38535,51567,43907,44323,35748
"Sepi_DM21B07_02175",35359,34696,37268,71535,65566,84373,65247,64435,52607
"Sepi_DM21B07_02176",68297,55842,56766,50586,58987,54387,56637,59303,50868
"Sepi_DM21B07_02177",6114,5291,6717,8442,10511,10572,10290,10588,8617
"Sepi_DM21B07_02178",5059,4098,5082,5372,6457,6632,7001,7028,5902
"Sepi_DM21B07_02179",32492,25580,30122,8745,10383,9622,15348,16312,13831
"Sepi_DM21B07_02180",9916,8721,9053,6698,7662,7866,8470,8742,7064
"Sepi_DM21B07_02181",9263,9138,8429,7153,7432,8471,9226,9350,7632
"Sepi_DM21B07_02182",10673,11147,10384,9339,10374,11356,11608,11284,9309
"Sepi_DM21B07_02183",866,730,983,1124,1216,1203,2481,2516,2095
"Sepi_DM21B07_02184",25409,18861,24643,35461,48581,46744,39481,42544,35147
"Sepi_DM21B07_02185",150932,98785,144190,189746,165440,155674,167074,158361,137482
"Sepi_DM21B07_02186",1262,1263,1008,924,1048,1107,1606,1919,1609
"Sepi_DM21B07_02187",5108,4821,4539,3524,3760,3736,7065,8087,6812
"Sepi_DM21B07_02188",3893,3856,3318,3331,3893,4177,5414,5605,4867
"Sepi_DM21B07_02189",3613,3977,2965,3953,4636,4723,6026,6248,5287
"Sepi_DM21B07_02190",4975,3716,3721,7063,9454,9248,10128,11220,9118
"Sepi_DM21B07_02191",40929,29343,31977,33644,40180,38285,36983,36543,29718
"Sepi_DM21B07_02192",34122,23612,27179,27896,35460,34046,30499,29928,24013
"Sepi_DM21B07_02193",3788,2760,3692,1939,2707,2803,2737,2862,2293
"Sepi_DM21B07_02194",33647,26767,29913,34555,39447,35838,50012,52783,44570
"Sepi_DM21B07_02195",2712,3156,3178,2856,3270,3969,3963,3864,3056
"Sepi_DM21B07_02196",11777,13244,13628,12311,11692,13042,16936,16978,14535
"Sepi_DM21B07_02197",11912,12531,12783,11175,11570,12590,15940,16167,13620
"Sepi_DM21B07_02198",850,810,902,500,555,636,894,932,750
"Sepi_DM21B07_02199",3468,3163,3439,1628,1633,1769,3097,3542,2952
"Sepi_DM21B07_02200",45701,32508,40627,29546,34745,32546,40288,42257,35205
"Sepi_DM21B07_02201",15263,14181,20814,44945,53316,58189,55975,55407,46105
"Sepi_DM21B07_02202",22476,17766,20249,14301,16569,16473,20574,23159,19173
"Sepi_DM21B07_02203",23075,18937,22437,21658,24628,22820,29210,30440,25619
"Sepi_DM21B07_02204",1683,1925,1553,1645,1803,1914,2338,2318,1862
"Sepi_DM21B07_02205",6085,5604,5370,1215,1812,1739,2292,2636,2131
"Sepi_DM21B07_02206",14414,13946,13581,2881,4083,4348,5874,6546,5245
"Sepi_DM21B07_02207",1323,1414,1307,1135,1215,1292,1631,1619,1348
"Sepi_DM21B07_02208",6822,7196,6829,7991,7145,7858,11263,10249,8282
"Sepi_DM21B07_02209",5989,4305,5791,7058,9588,9253,8097,8313,6769
"Sepi_DM21B07_02210",2148,1732,2029,1038,1315,1308,2223,2387,1925
"Sepi_DM21B07_02211",1055,893,1057,760,883,930,1210,1216,987
"Sepi_DM21B07_02212",597,528,624,532,629,676,852,857,658
"Sepi_DM21B07_02213",18381,18998,18148,45702,43162,48889,65160,56912,47406
"Sepi_DM21B07_02214",1134,1161,1097,1327,1452,1507,1926,1663,1441
"Sepi_DM21B07_02215",357,303,338,415,479,433,576,636,550
"Sepi_DM21B07_02216",1196,944,1127,1287,1603,1597,1832,1748,1381
"Sepi_DM21B07_02217",1128,845,1082,1350,1731,1585,1850,1856,1456
"Sepi_DM21B07_02218",971,713,867,1300,1657,1656,1782,1672,1383
"Sepi_DM21B07_02219",15764,10890,12992,12746,16953,15793,18074,19752,16668
"Sepi_DM21B07_02220",1504222,1624068,1330549,970626,910654,988814,1193041,1184158,991165
"Sepi_DM21B07_02221",1308615,1378142,889736,412632,534430,425653,523353,583789,484002
"Sepi_DM21B07_02222",190586,193620,151327,62230,82071,74819,84957,93932,77532
"Sepi_DM21B07_02223",368415,372256,308557,105242,137555,121135,154278,184342,152653
"Sepi_DM21B07_02224",267672,255943,215236,67631,87771,76913,113909,138113,118322
"Sepi_DM21B07_02225",588560,610370,561628,357872,373408,375839,442488,457661,384783
"Sepi_DM21B07_02226",333980,381002,258428,162153,209990,180350,190058,210362,173510
"Sepi_DM21B07_02227",26314,24468,22475,5518,7674,7411,9435,11183,9189
"Sepi_DM21B07_02228",338016,292173,277625,67159,90842,85426,113804,133842,112318
"Sepi_DM21B07_02229",408213,358505,355677,88511,122472,114044,147640,175319,144935
"Sepi_DM21B07_02230",284909,302313,240522,65369,88712,75168,97466,112196,92993
"Sepi_DM21B07_02231",220905,237997,194002,57464,81298,73469,83527,96268,78706
"Sepi_DM21B07_02232",23857,24549,20883,15266,18735,19857,14894,14623,12225
"Sepi_DM21B07_02233",9020,9207,7868,5944,6879,7219,5920,5914,4939
"Sepi_DM21B07_02234",21192,20393,17997,19076,17450,18238,18251,17909,15019
"Sepi_DM21B07_02235",15630,15306,14004,15989,15454,16229,13626,13111,11058
"Sepi_DM21B07_02236",13931,14015,12828,15987,16112,16881,12947,12298,10111
"Sepi_DM21B07_02237",9219,9404,8415,11839,11527,12263,9281,8929,7377
"Sepi_DM21B07_02238",17455,17914,14921,23538,23175,24928,17186,16199,13251
"Sepi_DM21B07_02239",12131,12813,8894,15641,13685,13865,10755,10350,8742
"Sepi_DM21B07_02240",80240,55384,72205,34145,43540,43598,52185,55872,46377
"Sepi_DM21B07_02241",23581,21439,22299,13918,14164,15310,17394,18105,15206
"Sepi_DM21B07_02242",12112,14954,11477,10938,11307,12510,11630,11067,8984
"Sepi_DM21B07_02243",42442,39148,48798,43144,41809,47946,44092,40867,33167
"Sepi_DM21B07_02244",15562,14440,17740,16301,16504,18597,16917,16532,13690
"Sepi_DM21B07_02245",11938,10672,12963,11550,12712,13481,13279,12924,10695
"Sepi_DM21B07_02246",15236,13015,15730,13801,14958,15027,16915,17248,14326
"Sepi_DM21B07_02247",68802,48316,57188,33865,47765,45392,62195,78853,66403
"Sepi_DM21B07_02248",11011,9079,9471,10628,13009,11599,16505,17742,14603
"Sepi_DM21B07_02249",4193,4205,2809,11405,15142,13428,9808,11287,9040
"Sepi_DM21B07_02250",2890,2997,2107,8451,13157,11765,6806,7532,6170
"Sepi_DM21B07_02251",1333,1043,1244,1153,1384,1425,1614,1669,1549
"Sepi_DM21B07_02268",133744,112776,139824,94189,107667,109432,135417,145051,121574
"Sepi_DM21B07_02269",25144,22943,27323,19205,23629,25444,30091,33619,28039
"Sepi_DM21B07_02270",3827,3353,4038,3630,5108,5177,5675,5595,4508
"Sepi_DM21B07_02271",3124,2766,3174,6456,8175,9716,7762,8050,6671
"Sepi_DM21B07_02272",23736,15382,23097,71279,119731,118267,85758,96611,78145
"Sepi_DM21B07_02273",7224,6706,8013,3603,5241,5152,6645,7346,6139
"Sepi_DM21B07_02274",232245,212254,258884,110072,124563,131079,162787,170922,140723
"Sepi_DM21B07_02275",17099,15149,17682,8542,10710,11409,12693,13016,10829
"Sepi_DM21B07_02276",20984,18641,22344,8754,11191,11766,14736,14693,12376
"Sepi_DM21B07_02277",129276,96259,107999,41272,53519,48998,55663,60847,51312
"Sepi_DM21B07_02278",13374,10244,12803,6839,9385,9509,8085,8294,6818
"Sepi_DM21B07_02279",7448,5568,7165,3907,5539,5299,4741,4848,4130
"Sepi_DM21B07_02280",41738,30470,40677,17017,20282,18563,23806,25180,21441
"Sepi_DM21B07_02281",28715,21318,27391,9950,11365,10842,14080,15678,13186
"Sepi_DM21B07_02282",46098,38398,52234,23399,28931,30675,32392,34320,28621
"Sepi_DM21B07_02283",10410,8616,11513,6992,8653,8913,9209,9821,8196
"Sepi_DM21B07_02284",218207,190194,194689,61822,86820,86002,102343,112118,91336
"Sepi_DM21B07_02285",139363,99451,135500,95780,112849,110949,113991,123675,104666
"Sepi_DM21B07_02286",36658,31108,39017,34874,43809,46595,39148,38664,31999
"Sepi_DM21B07_02287",30078,28107,28565,44083,39760,40864,45810,42076,34823
"Sepi_DM21B07_02288",40874,37767,38732,65155,57582,63025,62250,58689,48919
"Sepi_DM21B07_02289",20619,20145,18277,25322,25151,26848,27240,26213,21777
"Sepi_DM21B07_02290",10917,11797,8390,10635,11666,11947,12143,12410,10034
"Sepi_DM21B07_02291",68262,52604,53134,98398,121090,114444,131768,145081,118101
"Sepi_DM21B07_02292",17224,13959,16758,10361,13036,12625,16360,16797,13750
"Sepi_DM21B07_02293",3566,3311,3618,3046,3906,4289,3608,3513,2938
"Sepi_DM21B07_02294",12500,12917,13696,10977,12715,14631,13316,13587,10942
"Sepi_DM21B07_02295",101788,103017,107128,74273,83847,88099,108566,116540,97887
"Sepi_DM21B07_02296",9169,8115,8470,5534,6560,6672,8210,8123,6959
"Sepi_DM21B07_02297",3056,2797,2721,1557,1787,1683,2589,2735,2250
"Sepi_DM21B07_02298",3184,3343,2906,2079,2195,2436,3281,3255,2713
"Sepi_DM21B07_02299",15180,12786,14533,9031,10212,9912,13449,14267,11785
"Sepi_DM21B07_02300",13943,11273,13816,9742,11271,11723,12725,13488,11201
"Sepi_DM21B07_02301",40759,30781,39131,27618,30822,30635,38718,44648,37195
"Sepi_DM21B07_02302",14026,10132,12196,15113,20837,21576,15991,16480,13413
"Sepi_DM21B07_02303",6940,4966,6444,6523,8689,8439,7669,8448,7141
"Sepi_DM21B07_02304",8859,7134,8803,8904,11052,10804,12330,12515,10597
"Sepi_DM21B07_02305",1431,1216,1387,1809,2397,2469,2248,2216,1820
"Sepi_DM21B07_02309",13294,13137,13596,11463,13976,15533,10920,11166,8744
"Sepi_DM21B07_02310",15768,14746,15861,16460,20598,21149,15077,14723,12144
"Sepi_DM21B07_02311",61230,57786,59198,32779,38207,39487,42725,46007,38794
"Sepi_DM21B07_02312",4931,4490,5131,1813,2616,2593,2584,2847,2429
"Sepi_DM21B07_02313",6498,6156,6631,2404,3130,3098,3109,3193,2849
"Sepi_DM21B07_02314",1423,1318,1495,447,592,632,612,642,548
"Sepi_DM21B07_02315",859,665,816,402,529,561,958,882,728
"Sepi_DM21B07_02316",1700,1464,1549,1461,1881,1755,2418,2583,2094
"Sepi_DM21B07_02318",2347,2542,1824,10844,12453,11552,15408,13265,10797
"Sepi_DM21B07_02319",6345,6363,5165,30859,38077,36438,56309,49524,40647
"Sepi_DM21B07_02320",3956,3348,3543,3072,3364,3221,5618,5484,4515
"Sepi_DM21B07_02321",8151,7315,8980,6389,7234,7720,10481,9897,8214
"Sepi_DM21B07_02322",12149,10763,11662,7122,8080,7711,11993,11662,10095
"Sepi_DM21B07_02323",1303,1074,1175,1296,1705,1735,1631,1583,1336
"Sepi_DM21B07_02324",19062,18596,17286,11490,14587,13739,22012,24464,21083
"Sepi_DM21B07_02325",19657,17244,19342,17241,21392,19339,27853,29732,25217
"Sepi_DM21B07_02326",188273,134287,162122,86238,108664,106681,107287,114733,95841
"Sepi_DM21B07_02327",1639,1253,1601,8531,12205,11916,18836,18627,15373
"Sepi_DM21B07_02328",812,591,745,4923,6295,6147,10752,10265,8887
"Sepi_DM21B07_02329",698,570,673,4905,6412,6197,10806,10839,8971
"Sepi_DM21B07_02330",4259,4309,4401,7327,8667,8953,9066,11360,9436
"Sepi_DM21B07_02331",8757,8501,8905,13890,16914,18338,17287,21873,18513
"Sepi_DM21B07_02332",6893,5530,6361,8253,14217,14149,11147,14777,12192
"Sepi_DM21B07_02333",5355,4660,4309,5534,5983,5786,5239,6290,5692
"Sepi_DM21B07_02334",122973,87550,101111,32650,43346,42100,54589,63899,53675
"Sepi_DM21B07_02335",2699,2467,2406,1815,2042,2242,2654,2722,2218
"Sepi_DM21B07_02336",6640,6801,6396,5409,5842,6684,6771,6654,5420
"Sepi_DM21B07_02337",4491,3678,3814,2902,3649,3632,3844,4192,3614
"Sepi_DM21B07_02338",440,333,343,466,526,472,470,602,565
"Sepi_DM21B07_02339",2406,2150,1999,2188,2432,2159,2145,1898,1515
"Sepi_DM21B07_02340",2813,4122,3012,13139,8287,7477,12658,8802,7377
"Sepi_DM21B07_02341",805,1186,821,2433,2770,2625,3299,2289,1949
"Sepi_DM21B07_02342",1677,1334,1767,523,653,687,849,902,805
"Sepi_DM21B07_02343",16191,12843,12013,4625,5508,5234,8543,8796,7415
"Sepi_DM21B07_02344",984,1028,979,2260,3195,3443,4659,4099,3325
"Sepi_DM21B07_02345",14912,12182,11318,27077,33271,32511,29743,33752,28398
"Sepi_DM21B07_02346",23780,19735,18388,37856,45645,43453,45285,51231,43364
"Sepi_DM21B07_02348",1562,1227,1213,2337,3187,3197,2776,3046,2607
"Sepi_DM21B07_02349",5847,4656,4703,8392,10924,10601,9905,10822,8879
"Sepi_DM21B07_02350",7016,5323,5365,8463,9772,9703,10445,11980,10064
"Sepi_DM21B07_02351",63298,61534,54453,38175,49191,44448,43052,46931,38204
"Sepi_DM21B07_02352",27877,30890,19852,17406,27681,23529,16017,17401,14147
"Sepi_DM21B07_02353",25916,27111,23143,16690,21200,20585,18195,18510,15307
"Sepi_DM21B07_02354",19230,19581,17888,13004,17317,16804,15456,16115,12885
"Sepi_DM21B07_02355",24123,19836,20510,47068,51413,47529,46222,46030,37959
"Sepi_DM21B07_02356",7487,4658,6586,9030,10073,9222,11655,11872,10153
"Sepi_DM21B07_02357",60717,47440,51229,33930,44511,40519,62085,72355,60506
"Sepi_DM21B07_02358",35305,22660,30914,29295,49506,45958,49324,60702,50583
"Sepi_DM21B07_02359",4778,3470,4012,11412,13569,12841,11409,11494,9608
"Sepi_DM21B07_02360",301,227,267,930,1009,860,1496,1462,1140
"Sepi_DM21B07_02361",66465,73103,54609,108946,129463,113131,79601,76928,63173
"Sepi_DM21B07_02362",128260,146637,102541,200945,238742,203547,123017,118680,97704
"Sepi_DM21B07_02363",84827,76944,73887,23746,31031,28310,29620,35244,29410
"Sepi_DM21B07_02364",3746,2795,2965,3693,4416,4047,4771,5373,4482
"Sepi_DM21B07_02365",2399,2031,2414,821,1049,976,1479,1694,1337
"Sepi_DM21B07_02366",2905,2401,3026,850,1124,981,1844,1956,1722
"Sepi_DM21B07_02367",20229,16792,15703,37164,43014,42644,30375,29164,23943
"Sepi_DM21B07_02368",1659,1668,1549,444,673,626,969,1183,1028
"Sepi_DM21B07_02369",121389,108229,142720,31744,44485,42300,64886,76147,60879
"Sepi_DM21B07_02370",390663,347996,461030,108052,140785,133712,208455,246414,206422
"Sepi_DM21B07_02371",109802,97570,129949,29531,42482,42690,61141,74467,60820
"Sepi_DM21B07_02372",760,613,788,276,411,378,546,610,483
"Sepi_DM21B07_02373",643,552,600,161,229,206,353,356,293
"Sepi_DM21B07_02374",47145,34061,43612,22940,29063,28431,30213,32559,26874
"Sepi_DM21B07_02375",8992,6462,8507,4693,5717,5515,5978,6430,5605
"Sepi_DM21B07_02376",5654,4314,6273,2513,3303,3380,3282,3794,3112
"Sepi_DM21B07_02377",1765,1369,1670,981,1542,1522,1538,1577,1269
"Sepi_DM21B07_02378",366,380,341,3094,3584,3000,7189,6594,5341
"Sepi_DM21B07_02379",328,335,263,2898,2713,2640,6001,4937,4212
"Sepi_DM21B07_02380",932,939,959,7279,6710,7166,16527,13810,11574
"Sepi_DM21B07_02381",2959,2313,3386,14965,14216,14258,35222,30613,25301
"Sepi_DM21B07_02382",2445,1700,2320,6374,6389,6466,13628,12079,9874
"Sepi_DM21B07_02383",54050,53827,51738,11214,13656,14770,13592,13773,11436
"Sepi_DM21B07_02384",2552,2500,2324,64,124,137,213,216,187
"Sepi_DM21B07_02385",774,516,741,914,1111,1179,1356,1304,1076
"Sepi_DM21B07_02386",8591,5477,7695,8911,9904,9214,12113,13888,11935
"Sepi_DM21B07_02387",12372,8045,11233,13598,15004,14457,16618,18572,15647
"Sepi_DM21B07_02388",3622,2493,3287,3542,3983,3837,4775,5170,4384
"Sepi_DM21B07_02389",57,26,41,107,117,106,142,188,134
"Sepi_DM21B07_02390",6791,5765,5777,14394,16424,14182,15825,14833,12350
"Sepi_DM21B07_02391",1055,872,967,1875,2421,2373,3698,3609,3136
"Sepi_DM21B07_02392",14034,8506,11017,24049,28490,26034,25851,27807,23809
"Sepi_DM21B07_02393",8694,7152,7938,4520,4685,4960,8310,9316,7700
"Sepi_DM21B07_02394",218238,196490,192302,212280,173697,200590,273485,260431,215760
"Sepi_DM21B07_02395",903,687,900,441,539,517,3383,1339,1100
"Sepi_DM21B07_02396",3515,2381,2910,1223,1557,1572,1419,1512,1277
"Sepi_DM21B07_02397",14669,9236,11598,4789,5632,5283,6879,7365,6259
"Sepi_DM21B07_02398",2945,1879,2277,1077,1363,1388,1321,1461,1139
"Sepi_DM21B07_02399",169,172,196,714,529,631,322,245,229
"Sepi_DM21B07_02400",1646,1435,1750,2264,1768,2069,1727,1562,1325
"Sepi_DM21B07_02401",105,111,108,105,96,131,105,105,70
"Sepi_DM21B07_02402",6380,3865,5341,1949,2170,2069,3198,2614,2235
"Sepi_DM21B07_02403",1592,1071,1307,611,768,743,1125,1239,988
"Sepi_DM21B07_02404",14941,10428,13074,6182,8331,8449,10383,10475,8467
"Sepi_DM21B07_02405",8063,5815,6956,3552,4814,4788,5787,5618,4640
"Sepi_DM21B07_02406",30640,22095,26059,12601,16589,16128,22480,22849,18941
"Sepi_DM21B07_02407",17287,13471,12205,12712,16091,15041,17582,19991,16727
"Sepi_DM21B07_02408",730,609,667,259,315,324,447,520,370
"Sepi_DM21B07_02409",8279,4952,6043,2169,2962,2932,2967,3449,2770
"Sepi_DM21B07_02410",6149,3639,4693,1827,2595,2611,2248,2590,2096
"Sepi_DM21B07_02411",5674,3336,4559,1921,3060,2891,2428,2764,2398
"Sepi_DM21B07_02412",18896,16586,19677,10656,11792,11829,14602,15284,12663
"Sepi_DM21B07_02413",12913,12831,13706,8516,8880,9150,11727,12394,10267
"Sepi_DM21B07_02414",32624,37982,32039,26095,25864,27414,32501,34652,28711
"Sepi_DM21B07_02415",15494,15678,14088,9039,11391,11406,11990,12868,10494
"Sepi_DM21B07_02416",1584,1645,1367,721,1003,1128,1041,1222,993
"Sepi_DM21B07_02417",18295,14862,16203,3628,5717,5555,8002,8424,6630
"Sepi_DM21B07_02418",1823,1573,1737,1433,2141,2082,4496,4799,3944
"Sepi_DM21B07_02419",16664,14215,13120,11604,16340,14995,16227,18600,15093
"Sepi_DM21B07_02420",2110,1453,1470,470,733,652,757,897,717
"Sepi_DM21B07_02421",3183,2556,2501,1196,1627,1559,2582,2569,2067
"Sepi_DM21B07_02422",251,213,212,126,201,220,176,144,137
"Sepi_DM21B07_02423",12201,9981,10963,5514,6463,5685,8029,8803,7627
"Sepi_DM21B07_02424",4413,3285,4475,4932,5802,5869,7060,7928,6385
"Sepi_DM21B07_02425",7834,6100,5860,2803,3994,3825,2540,2670,2086
"Sepi_DM21B07_02426",7119,4993,6092,6421,9013,7991,7531,7653,6264
"Sepi_DM21B07_02427",8787,6804,6892,5926,7625,7477,6265,6511,5367
"Sepi_DM21B07_02428",4516,3657,3626,2879,3393,3490,3276,3656,3020
"Sepi_DM21B07_02429",2175,1859,1834,1468,1855,1728,1841,2135,1696
"Sepi_DM21B07_02430",82481,71919,64823,17316,27339,25150,33363,38194,30776
"Sepi_DM21B07_02431",267525,225162,207172,110308,129630,120848,115644,127782,107984
"Sepi_DM21B07_02433",1067635,905677,936116,712915,592779,666023,1120931,1195589,991049
"Sepi_DM21B07_02434",2816,2451,2639,1796,2431,2610,2552,2504,2134
"Sepi_DM21B07_02435",29683,23487,28290,20606,25591,24739,32289,31653,26798
"Sepi_DM21B07_02436",14439,10551,12374,8907,11549,10820,10340,11969,9983
"Sepi_DM21B07_02437",5405,4071,4441,2967,3908,3560,3720,4132,3310
"Sepi_DM21B07_02438",3337,2845,2615,1722,2050,1887,2573,3057,2668
"Sepi_DM21B07_02439",584,491,469,282,379,342,546,674,534
"Sepi_DM21B07_02440",4010,3575,3990,2517,2871,2977,3422,3391,2837
"Sepi_DM21B07_02441",8999,7698,7482,4990,7063,7044,8676,9315,7800
"Sepi_DM21B07_02442",8658,9452,8187,4975,5915,5711,7697,8736,7444
"Sepi_DM21B07_02443",15043,13358,12588,7796,10427,9501,11574,13852,11837
"Sepi_DM21B07_02444",1693,1604,1797,502,680,708,668,708,607
"Sepi_DM21B07_02445",8462,8061,8538,2864,3730,3645,3680,3923,3416
"Sepi_DM21B07_02446",11076,8768,9404,3892,5621,5450,8224,8496,7366
"Sepi_DM21B07_02447",7986,6268,6247,4903,6278,6145,5365,5572,4609
"Sepi_DM21B07_02448",4856,3779,3772,1990,2234,2197,2380,2962,2558
"Sepi_DM21B07_02449",4842,4365,4265,1307,1990,2100,1871,2071,1691
"Sepi_DM21B07_02450",570,579,580,176,256,237,337,420,329
"Sepi_DM21B07_02451",2366,2136,2088,1654,2181,2230,2678,3008,2527
"Sepi_DM21B07_02452",134133,89538,130288,244338,330428,339987,301604,346578,286316
